client_uuid,loan_uuid,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due,segment
1131,344,2023-05-26,8156155,2024-05-26,2024-05-26,2548723.07,0,N/A
529,345,2020-11-03,1192421,2022-05-03,2022-05-03,363920.43,0,
1955,346,2019-05-21,1714909,2023-05-21,2023-05-21,1184294.07,0,Standard
1301,347,2019-12-28,114870,2020-12-28,2020-12-28,40578.65,0,Prime
905,348,2020-07-24,515132,2024-07-24,2024-07-24,387836.48,0,Standard
1008,349,2021-08-06,1695348,2026-08-06,2026-08-06,900066.12,0,STANDARD
55,350,2020-07-09,645793,2024-10-07,2024-07-09,163925.79,0,Prime
77,351,2021-08-05,9012770,2023-08-05,2023-08-05,5867603.18,310,High Risk
1994,352,2019-06-15,884825,2024-06-15,2024-06-15,752496.04,0,Standard
1878,353,2020-02-19,477174,2025-05-20,2025-02-19,445737.61,0, subprime
1327,354,2023-09-20,999458,2028-09-20,2028-09-20,656083.16,0,Standard
1430,355,2021-11-05,15547388,2027-02-03,2026-11-05,14999457.88,58,Subprime
1206,356,2019-01-08,908152,2020-07-08,2020-07-08,822520.6,0,prime
1419,357,2019-02-16,537664,2020-02-16,2020-02-16,117277.62,145,prime
1138,358,2022-03-08,755299,2026-03-08,2026-03-08,721951.29,0,Standard
1329,359,2021-12-06,6162686,2026-03-06,2025-12-06,1983042.44,238,High Risk
1310,360,2019-08-28,836037,2021-08-28,2021-08-28,201673.57,0,Prime
418,361,2022-02-27,87120,2023-02-27,2023-02-27,80386.55,0,Standard
1138,362,2021-12-26,358770,2026-12-26,2026-12-26,81683.81,0,Prime
290,363,2022-04-12,562403,2025-04-12,2025-04-12,441081.89,288,High Risk
1603,364,2020-10-07,1555948,2024-10-07,2024-10-07,893700.34,261,
1993,365,2022-03-18,260830,2025-03-18,2025-03-18,60594.83,0,Prime
1357,366,2019-06-29,52210,2020-12-29,2020-12-29,47982.51,0,Standard
1482,367,2023-09-23,589146,2026-09-23,2026-09-23,135503.7,0,Prime
369,368,2020-08-02,78503,2024-08-02,2024-08-02,29531.39,0,Prime
1771,369,2022-08-20,57775,2027-08-20,2027-08-20,17710.03,205,High Risk
518,370,2021-04-15,110023,2023-04-15,2023-04-15,26915.46,0,Prime
728,371,2023-09-11,3931852,2028-09-11,2028-09-11,1130068.73,0,Prime
1338,372,2021-11-17,16892401,2023-11-17,2023-11-17,16441110.07,0,Standard
1112,373,2020-12-11,1571534,2024-12-11,2024-12-11,1484703.42,129,High Risk
1398,374,2023-11-05,10264534,2029-02-03,2028-11-05,9623076.19,0,Standard
1355,375,2021-07-02,820744,2022-07-02,2022-07-02,226067.8,115,N/A
1532,376,2022-12-22,250045,2026-12-22,2026-12-22,96509.35,0,Prime
940,377,2023-06-25,127219,2028-09-23,2028-06-25,33798.38,171,High Risk
82,378,2022-04-26,92559,2024-04-26,2024-04-26,75413.68,209, subprime
381,379,2020-06-03,9038258,2021-12-03,2021-12-03,8169820.67,0,Standard
1091,380,2022-11-26,1425651,2024-11-26,2024-11-26,561758.84,19,Standard
426,381,2022-08-21,386017,2024-08-21,2024-08-21,153470.89,0,Prime
1072,382,2019-04-14,82484,2020-10-14,2020-10-14,75871.21,0,Standard
1244,383,2020-05-24,568582,2024-05-24,2024-05-24,157744.91,312,High Risk
1239,384,2023-02-13,17060585,2028-05-13,2028-02-13,11249113.23,0,Standard
1546,385,2019-06-23,424527,2021-06-23,2021-06-23,308783.19,0,N/A
1704,386,2021-06-16,625693,2023-06-16,2023-06-16,437538.41,0,N/A
434,387,2022-08-04,81163,2026-08-04,2026-08-04,66788.49,0,Unknown
1212,388,2019-06-04,2343394,2023-06-04,2023-06-04,1445463.29,0, subprime
1955,389,2020-04-17,2321120,2024-04-17,2024-04-17,2286245.95,0,Standard
1180,390,2023-01-13,17563013,2028-04-12,2028-01-13,4657162.91,0,Prime
1494,391,2019-12-14,608177,2020-12-14,2020-12-14,458094.2,0,Standard
547,392,2019-01-31,120802,2020-01-31,2020-01-31,119691.26,0,Standard
642,393,2020-11-22,947112,2022-05-22,2022-05-22,761395.55,0,Standard
507,394,2020-01-12,12741527,2023-04-12,2023-01-12,7757941.14,0,Standard
1663,395,2020-04-15,697551,2021-10-15,2021-10-15,491132.66,0,Standard
649,396,2023-03-13,18311816,2026-03-13,2026-03-13,5602147.88,0,Unknown
1990,397,2022-09-07,5880034,2026-12-06,2026-09-07,2495300.38,348,High Risk
1723,398,2022-10-17,18007388,2027-10-17,2027-10-17,10438592.69,0,Unknown
1004,399,2019-05-05,3827149,2024-05-05,2024-05-05,2869448.11,75,N/A
768,400,2019-11-17,10589165,2022-11-17,2022-11-17,6528965.11,28,Standard
970,401,2020-02-25,437958,2021-08-25,2021-08-25,414438.55,0,Standard
1114,402,2022-09-14,173596,2026-09-14,2026-09-14,39303.21,41,Subprime
371,403,2022-05-19,7584610,2025-05-19,2025-05-19,4566594.91,91,high risk 
677,404,2023-08-23,143642,2028-08-23,2028-08-23,126665.42,0,Standard
478,405,2022-03-18,82326,2023-06-16,2023-03-18,40415.55,0,STANDARD
184,406,2021-05-10,369751,2022-05-10,2022-05-10,293833.87,0,Standard
714,407,2019-01-16,842621,2020-07-16,2020-07-16,693320.59,0,Standard
558,408,2021-07-31,3836662,2025-07-31,2025-07-31,2682329.8,218,High Risk
837,409,2020-04-07,8645744,2022-04-07,2022-04-07,4179790.14,0,Prime
248,410,2020-01-17,19131346,2025-01-17,2025-01-17,10984127.74,0,prime
224,411,2020-01-14,16627431,2021-07-14,2021-07-14,14374534.95,0,Standard
575,412,2023-01-21,15475764,2027-01-21,2027-01-21,5093397.51,0,Prime
1886,413,2022-08-05,801826,2027-08-05,2027-08-05,602490.77,295,High Risk
1811,414,2023-02-03,3789860,2025-02-03,2025-02-03,3533909.34,0,Standard
1307,415,2021-08-17,11335951,2023-02-17,2023-02-17,4944264.15,0,Prime
1852,416,2021-07-16,61996,2023-07-16,2023-07-16,33226.59,0,Standard
1810,417,2023-07-03,95344,2024-07-03,2024-07-03,30060.19,0,high risk 
333,418,2023-02-28,15780692,2025-02-28,2025-02-28,11923003.12,177,High Risk
341,419,2022-05-25,2547252,2023-05-25,2023-05-25,1998430.92,175,High Risk
277,420,2021-06-09,997265,2024-06-09,2024-06-09,899371.33,0,Standard
960,421,2020-11-19,3767461,2021-11-19,2021-11-19,2920384.5,0,Standard
93,422,2020-05-24,8108572,2021-05-24,2021-05-24,2740052.57,111, subprime
1974,423,2023-03-19,485575,2028-03-19,2028-03-19,427614.16,0,Standard
69,424,2023-11-20,13370547,2027-02-18,2026-11-20,3121737.24,6,Standard
1930,425,2021-10-06,730616,2023-04-06,2023-04-06,587218.03,310,STANDARD
1511,426,2019-10-29,3506137,2021-10-29,2021-10-29,2434029.21,0,
1405,427,2022-05-10,6848621,2025-05-10,2025-05-10,6046562.44,0,Standard
1556,428,2022-07-13,157048,2023-07-13,2023-07-13,139760.02,0,Standard
1550,429,2023-10-20,3508137,2025-10-20,2025-10-20,1693854.99,102,High Risk
1189,430,2021-07-15,297374,2023-01-15,2023-01-15,79884.01,7,Standard
1523,431,2021-11-24,502764,2024-11-24,2024-11-24,111897.3,0,STANDARD
1396,432,2023-10-06,3929830,2024-10-06,2024-10-06,885640.59,0,Prime
357,433,2020-07-20,108303,2022-01-20,2022-01-20,30819.23,0,Prime
414,434,2023-01-11,3551884,2027-01-11,2027-01-11,1299539.88,0,Prime
416,435,2022-02-23,180543,2023-05-24,2023-02-23,114152.09,0,Standard
914,436,2022-06-13,161650,2024-09-11,2024-06-13,124918.18,254,High Risk
1667,437,2023-05-27,560933,2027-05-27,2027-05-27,383473.66,0,Standard
1251,438,2019-10-20,4441919,2021-04-20,2021-04-20,2540297.92,0,Standard
1791,439,2020-11-22,412322,2022-05-22,2022-05-22,218292.13,216,High Risk
414,440,2019-11-11,1877201,2020-11-11,2020-11-11,1474416.27,0,Standard
1927,441,2019-07-31,2375630,2021-07-31,2021-07-31,2111640.03,0, subprime
550,442,2021-12-20,451617,2023-06-20,2023-06-20,320871.14,329,High Risk
1273,443,2019-10-18,2181026,2021-04-18,2021-04-18,1093913.4,69,N/A
1357,444,2022-05-05,136862,2023-11-05,2023-11-05,103261.73,0,
1566,445,2019-07-13,417773,2022-07-13,2022-07-13,350472.62,0,Standard
992,446,2023-10-02,12416402,2025-04-02,2025-04-02,12148672.85,0,Unknown
623,447,2023-02-26,48025,2027-02-26,2027-02-26,43416.73,0,Standard
1172,448,2021-05-29,127600,2026-08-27,2026-05-29,97239.5,94, subprime
1514,449,2019-01-19,149707,2024-01-19,2024-01-19,144088.26,0,Standard
1434,450,2020-10-11,2607112,2024-10-11,2024-10-11,1565483.88,0,Unknown
283,451,2019-02-19,441041,2020-08-19,2020-08-19,341761.03,0,Standard
1287,452,2023-10-06,7709611,2029-01-04,2028-10-06,7143605.95,0,STANDARD
901,453,2023-01-29,1087571,2027-01-29,2027-01-29,936381.19,0,Standard
1322,454,2021-09-13,8984680,2025-09-13,2025-09-13,8811420.93,0,N/A
726,455,2020-04-03,137586,2024-04-03,2024-04-03,49243.46,350,prime
1447,456,2019-03-05,6624359,2020-09-05,2020-09-05,2738213.97,142, subprime
1033,457,2023-09-28,19544735,2024-09-28,2024-09-28,12693756.04,0,Standard
639,458,2020-08-15,107831,2022-11-13,2022-08-15,62703.21,0,Standard
292,459,2019-05-04,673806,2024-05-04,2024-05-04,648898.65,0,STANDARD
1575,460,2019-06-06,57140,2024-06-06,2024-06-06,13890.48,83,Subprime
921,461,2021-08-08,4292124,2022-08-08,2022-08-08,2948980.45,0,Standard
1513,462,2019-08-06,181679,2022-08-06,2022-08-06,75006.36,155,Unknown
257,463,2022-09-13,127934,2024-12-12,2024-09-13,28003.1,334,High Risk
337,464,2021-10-24,170675,2025-10-24,2025-10-24,169688.35,0,Standard
772,465,2019-04-14,67259,2020-10-14,2020-10-14,16078.71,0,Prime
1467,466,2022-11-30,588569,2024-11-30,2024-11-30,447708.68,0,N/A
900,467,2022-02-09,98510,2025-05-10,2025-02-09,96953.51,51,Subprime
1862,468,2020-05-11,136900,2021-11-11,2021-11-11,87359.02,0,N/A
1150,469,2020-09-02,7901852,2023-09-02,2023-09-02,4884787.5,0,Standard
1039,470,2023-01-19,7401694,2025-01-19,2025-01-19,4863633.64,0,Standard
1936,471,2020-07-26,89511,2024-07-26,2024-07-26,46629.72,0,N/A
60,472,2020-04-13,262400,2021-04-13,2021-04-13,136477.85,335,High Risk
647,473,2022-02-25,700305,2027-05-26,2027-02-25,539794.39,0,Standard
1845,474,2019-04-12,932723,2020-10-12,2020-10-12,743628.59,0,high risk 
1622,475,2019-05-15,104057,2024-05-15,2024-05-15,88060.25,0,Unknown
181,476,2021-01-30,13284592,2024-01-30,2024-01-30,2671063.79,0,Prime
577,477,2022-05-29,1164350,2027-05-29,2027-05-29,314483.28,238,High Risk
625,478,2023-03-12,6955678,2028-03-12,2028-03-12,2675413.83,48,STANDARD
65,479,2021-09-18,2067735,2025-09-18,2025-09-18,1355620.18,116,High Risk
1103,480,2022-03-29,3507445,2023-06-27,2023-03-29,1948400.25,0,high risk 
682,481,2019-05-16,150183,2023-05-16,2023-05-16,107874.8,0,Standard
458,482,2020-12-31,164279,2024-12-31,2024-12-31,46143.16,262,High Risk
894,483,2019-03-05,8927979,2024-03-05,2024-03-05,4244210.03,0,Prime
1382,484,2021-12-13,4389218,2025-12-13,2025-12-13,3853587.88,0,Standard
884,485,2023-10-29,107730,2027-10-29,2027-10-29,102317.88,0,Standard
1868,486,2023-03-18,491573,2024-03-18,2024-03-18,202663.74,0,Unknown
194,487,2023-05-08,131600,2024-05-08,2024-05-08,95710.21,44,Unknown
1119,488,2023-01-19,145316,2028-01-19,2028-01-19,125854.93,72,Subprime
275,489,2020-02-17,14896630,2024-02-17,2024-02-17,5980165.24,0,Prime
645,490,2022-03-27,109479,2026-03-27,2026-03-27,84931.46,0,Standard
575,491,2022-11-19,12920467,2027-11-19,2027-11-19,9089141.84,364,prime
1157,492,2022-06-14,145678,2023-09-12,2023-06-14,78258.26,310,High Risk
1271,493,2020-08-11,670076,2025-08-11,2025-08-11,232910.55,65,Subprime
1874,494,2023-04-01,1372708,2027-04-01,2027-04-01,813185.71,0,Standard
1992,495,2019-05-02,423925,2020-11-02,2020-11-02,285570.35,0,STANDARD
1070,496,2021-02-25,2578266,2025-02-25,2025-02-25,926119.52,0,N/A
1758,497,2021-12-27,189427,2025-12-27,2025-12-27,42852.48,0,Prime
1301,498,2020-01-27,111918,2021-07-27,2021-07-27,60797.32,0,Standard
1562,499,2019-03-21,197996,2020-09-21,2020-09-21,91001.46,0,Prime
318,500,2021-04-30,328748,2026-07-29,2026-04-30,245069.03,0,Standard
602,501,2022-02-07,529752,2026-05-08,2026-02-07,212478.46,0,Prime
1705,502,2021-04-03,561409,2022-10-03,2022-10-03,251495.02,326,High Risk
324,503,2020-07-01,297238,2024-07-01,2024-07-01,292271.37,68,Subprime
1501,504,2023-07-02,120748,2025-07-02,2025-07-02,69298.77,0,Standard
1071,505,2020-05-22,418907,2022-05-22,2022-05-22,106178.51,0,prime
643,506,2020-04-17,254183,2025-04-17,2025-04-17,231772.13,112,High Risk
1762,507,2022-11-04,499131,2027-11-04,2027-11-04,273029.34,0,Standard
1651,508,2021-11-15,680510,2022-11-15,2022-11-15,420573.06,350,
222,509,2019-08-22,965893,2021-08-22,2021-08-22,326651.6,0,Prime
310,510,2021-05-15,655653,2023-05-15,2023-05-15,412969.64,229,High Risk
1745,511,2021-06-09,317848,2025-06-09,2025-06-09,186581.8,60,Subprime
1070,512,2020-07-28,3304998,2023-10-26,2023-07-28,899513.31,0,
1899,513,2022-10-29,5020968,2028-01-27,2027-10-29,4411649.61,0,Standard
1500,514,2020-10-19,9747639,2022-04-19,2022-04-19,6637072.82,0,
403,515,2023-08-14,15106094,2027-08-14,2027-08-14,6224887.71,89,Subprime
1785,516,2022-09-05,1320143,2024-09-05,2024-09-05,1058080.47,233,High Risk
772,517,2020-06-16,70850,2022-06-16,2022-06-16,46609.66,0,Standard
1607,518,2021-11-15,749206,2022-11-15,2022-11-15,453219.1,0,Standard
1177,519,2022-10-03,706681,2023-10-03,2023-10-03,397481.45,22,Standard
618,520,2022-11-26,182083,2025-11-26,2025-11-26,62464.45,348,
897,521,2019-04-29,724025,2020-04-29,2020-04-29,328496.82,129,STANDARD
1644,522,2022-09-07,393583,2025-09-07,2025-09-07,93955.37,79,Subprime
505,523,2021-10-27,831492,2025-10-27,2025-10-27,548347.35,19,Standard
570,524,2023-09-08,65038,2025-09-08,2025-09-08,63201.93,0,prime
75,525,2020-09-08,7467578,2024-09-08,2024-09-08,5086199.46,0,Standard
1967,526,2023-09-18,82661,2028-09-18,2028-09-18,24840.1,0,Prime
1413,527,2021-03-11,3494547,2024-03-11,2024-03-11,3107920.82,0,Standard
1003,528,2019-04-27,10291601,2022-04-27,2022-04-27,7736759.89,0,Standard
647,529,2021-06-09,311942,2022-06-09,2022-06-09,155209.83,238,High Risk
1129,530,2020-08-14,152159,2023-08-14,2023-08-14,132767.46,0,Standard
1940,531,2022-04-12,315604,2025-04-12,2025-04-12,151432.26,0,Prime
754,532,2019-11-08,1600510,2020-11-08,2020-11-08,995532.2,73,N/A
372,533,2022-08-05,2325641,2025-08-05,2025-08-05,957451.54,0,Prime
1479,534,2020-01-03,507872,2022-01-03,2022-01-03,136214.48,34,Subprime
329,535,2023-05-12,173271,2028-05-12,2028-05-12,139046.46,0,N/A
1909,536,2022-08-09,2018327,2023-08-09,2023-08-09,1031697.97,0,Standard
1611,537,2023-02-28,836694,2024-05-28,2024-02-28,206291.04,0,STANDARD
1198,538,2022-11-03,17921095,2027-11-03,2027-11-03,11891825.82,0,
414,539,2021-08-05,1852562,2025-08-05,2025-08-05,1120377.02,44,Subprime
837,540,2022-04-09,12681661,2023-04-09,2023-04-09,12579773.6,106,High Risk
1697,541,2021-04-16,5316242,2025-04-16,2025-04-16,1275015.04,332, subprime
1712,542,2021-08-05,39213,2024-08-05,2024-08-05,26910.34,124,High Risk
817,543,2021-12-31,6791122,2025-12-31,2025-12-31,2751729.63,0,Prime
567,544,2023-01-31,7413676,2028-04-30,2028-01-31,5769767.12,0,Standard
463,545,2021-01-27,2051427,2022-04-27,2022-01-27,1390089.29,0,Standard
348,546,2021-08-21,493874,2024-08-21,2024-08-21,251147.25,303,High Risk
123,547,2021-10-19,260115,2027-01-17,2026-10-19,174707.84,0,STANDARD
569,548,2022-06-02,530133,2023-12-02,2023-12-02,277454.38,234,High Risk
368,549,2023-01-17,47594,2028-01-17,2028-01-17,42832.24,0,Standard
444,550,2020-10-22,2216889,2023-10-22,2023-10-22,795490.2,0,Prime
949,551,2021-12-09,641597,2024-12-09,2024-12-09,547158.35,0,Standard
1877,552,2021-05-23,107136,2022-08-21,2022-05-23,32677.12,0,STANDARD
1952,553,2019-06-13,713408,2023-06-13,2023-06-13,647449.22,0,Standard
1021,554,2019-07-10,629082,2024-07-10,2024-07-10,132187.03,156,N/A
989,555,2023-02-18,2747452,2028-05-18,2028-02-18,1229212.69,0,Prime
521,556,2023-04-29,117098,2024-10-29,2024-10-29,49905.9,0,Prime
533,557,2019-02-09,263603,2020-08-09,2020-08-09,171156.64,0,Standard
1799,558,2022-01-13,2913129,2024-01-13,2024-01-13,2031961.81,244,High Risk
1669,559,2021-12-05,172496,2023-12-05,2023-12-05,67312.3,0,Prime
300,560,2021-10-03,455175,2026-01-01,2025-10-03,166613.12,47,high risk 
662,561,2019-02-11,551542,2020-08-11,2020-08-11,502096.87,0,Standard
351,562,2020-08-06,224630,2023-08-06,2023-08-06,90526.29,106,High Risk
1922,563,2019-11-02,3557362,2024-11-02,2024-11-02,2873291.53,64,Subprime
1344,564,2021-11-17,314002,2026-11-17,2026-11-17,248536.76,191,High Risk
955,565,2022-09-28,168280,2024-06-26,2024-03-28,126412.6,284,High Risk
329,566,2023-06-15,163951,2027-09-13,2027-06-15,35990.12,0,Prime
1249,567,2022-10-02,118208,2023-12-31,2023-10-02,55436.59,0,prime
1153,568,2021-05-02,240006,2022-11-02,2022-11-02,75543.8,0,
549,569,2023-09-06,1245864,2027-09-06,2027-09-06,984899.86,9,Standard
481,570,2020-05-23,278342,2025-05-23,2025-05-23,63916.95,150,High Risk
106,571,2019-07-15,419238,2021-07-15,2021-07-15,92489.45,0, subprime
1575,572,2023-06-15,60599,2027-06-15,2027-06-15,48815.56,0,STANDARD
1193,573,2019-05-09,869168,2022-05-09,2022-05-09,512156.98,0,Standard
1592,574,2020-07-28,3012704,2023-07-28,2023-07-28,2660526.24,263,N/A
242,575,2020-03-24,3001214,2025-06-22,2025-03-24,2062963.66,0,prime
1484,576,2023-08-03,79944,2028-11-01,2028-08-03,78449.35,0,Standard
1009,577,2019-12-07,363247,2021-12-07,2021-12-07,126943.49,139,High Risk
1797,578,2021-08-13,653041,2023-02-13,2023-02-13,485651.97,24,Standard
1172,579,2021-07-16,52890,2025-07-16,2025-07-16,12829.52,47,Subprime
325,580,2022-12-23,40798,2026-12-23,2026-12-23,25695.12,89,N/A
217,581,2019-04-22,10439625,2020-10-22,2020-10-22,4508114.72,0,Prime
587,582,2020-01-09,1538262,2023-01-09,2023-01-09,591722.82,0,STANDARD
784,583,2021-02-11,83854,2022-11-09,2022-08-11,39963.75,0,Prime
645,584,2022-09-15,80689,2024-09-15,2024-09-15,69601.77,102,High Risk
1391,585,2023-09-24,76130,2024-09-24,2024-09-24,23231.13,130, subprime
485,586,2019-09-18,4706171,2023-09-18,2023-09-18,1829519.29,0,Unknown
188,587,2022-04-29,407673,2027-04-29,2027-04-29,371654.14,167,High Risk
286,588,2020-11-17,6256102,2023-11-17,2023-11-17,3368977.96,0,Standard
1545,589,2022-02-23,8167364,2024-05-23,2024-02-23,5109762.57,0,Standard
1354,590,2021-09-08,360473,2025-09-08,2025-09-08,134531.61,0,Prime
1530,591,2023-05-14,864103,2026-05-14,2026-05-14,566100.21,0,Standard
1057,592,2023-08-12,443355,2026-08-12,2026-08-12,275718.11,88,prime
1040,593,2021-03-24,509194,2023-03-24,2023-03-24,293696.83,78,Subprime
397,594,2023-11-10,3702207,2026-02-08,2025-11-10,2983136.69,0,Standard
1414,595,2021-04-16,506634,2026-07-15,2026-04-16,360626.63,0,Standard
788,596,2019-07-17,1909443,2023-07-17,2023-07-17,1354149.8,0,high risk 
292,597,2021-10-04,415180,2026-10-04,2026-10-04,371692.71,0,Standard
508,598,2023-10-31,5037469,2024-10-31,2024-10-31,2843151.41,0,Standard
827,599,2023-05-24,658705,2026-05-24,2026-05-24,327703.09,0,prime
1868,600,2019-08-08,718412,2022-08-08,2022-08-08,410515.57,0,Standard
644,601,2019-07-03,327360,2023-07-03,2023-07-03,242511.5,0,Standard
1778,602,2021-07-11,194439,2026-07-11,2026-07-11,154936.64,0,Standard
945,603,2019-09-17,1281037,2024-09-17,2024-09-17,1105231.22,0,Standard
736,604,2021-02-22,2100304,2025-02-22,2025-02-22,1709743.47,0,Standard
480,605,2023-10-14,2349016,2028-10-14,2028-10-14,680332.56,0,Prime
1293,606,2021-03-13,5533069,2022-06-11,2022-03-13,4551578.98,0,Standard
1647,607,2021-10-02,49400,2025-10-02,2025-10-02,21756.05,231,prime
1598,608,2021-06-15,1230133,2023-06-15,2023-06-15,335529.33,0,Prime
935,609,2023-11-03,92126,2027-11-03,2027-11-03,50720.67,0,STANDARD
1507,610,2021-09-26,1579279,2023-03-26,2023-03-26,1572039.12,243,High Risk
1887,611,2021-04-25,564840,2022-07-24,2022-04-25,350706.14,278,High Risk
1482,612,2021-01-06,253509,2026-01-06,2026-01-06,195899.84,0,Standard
1750,613,2019-06-21,1697139,2022-06-21,2022-06-21,963132.37,0,prime
1939,614,2020-07-03,608507,2023-10-01,2023-07-03,308047.85,0,Standard
423,615,2019-10-08,167214,2020-10-08,2020-10-08,113678.57,82,Subprime
1733,616,2023-12-20,2109528,2025-06-20,2025-06-20,2007209.82,93,high risk 
894,617,2019-12-08,6370634,2024-12-08,2024-12-08,4144985.48,0,Standard
1584,618,2019-10-28,274279,2024-10-28,2024-10-28,147997.93,0,Standard
1419,619,2021-09-09,539126,2025-12-08,2025-09-09,122832.53,286,High Risk
212,620,2020-09-28,220639,2023-09-28,2023-09-28,181703.33,0,
545,621,2021-07-19,2132449,2026-07-19,2026-07-19,1677500.3,41,Subprime
24,622,2022-07-03,266781,2026-07-03,2026-07-03,131539.08,37,high risk 
511,623,2022-09-16,3262383,2026-09-16,2026-09-16,1765879.95,0,Standard
420,624,2022-07-09,13234626,2025-10-07,2025-07-09,7582798.6,266,High Risk
618,625,2019-08-10,372621,2021-02-10,2021-02-10,155481.66,0, subprime
995,626,2020-02-28,193070,2022-05-29,2022-02-28,179847.89,0,Standard
1258,627,2019-05-13,706273,2021-05-13,2021-05-13,398706.55,0,Standard
953,628,2021-01-15,99602,2024-01-15,2024-01-15,29229.2,0,high risk 
1888,629,2020-08-31,1439765,2025-11-29,2025-08-31,1025762.16,0,Standard
1602,630,2020-09-07,293648,2024-09-07,2024-09-07,160424.38,343,High Risk
956,631,2020-10-11,8505410,2025-01-09,2024-10-11,2376586.18,198,High Risk
1064,632,2019-03-15,2946713,2022-03-15,2022-03-15,2750461.73,0, subprime
79,633,2019-06-11,373114,2020-06-11,2020-06-11,310385.3,0,Standard
1486,634,2020-06-06,194134,2023-06-06,2023-06-06,169029.51,0,
202,635,2020-09-01,58978,2022-03-01,2022-03-01,42852.7,0,prime
392,636,2019-07-06,10265454,2021-01-06,2021-01-06,2341734.23,176,High Risk
1940,637,2021-05-22,224356,2024-08-20,2024-05-22,186240.92,0,STANDARD
764,638,2021-12-15,2820191,2024-12-15,2024-12-15,1302595.65,182,High Risk
824,639,2020-04-15,12747950,2021-07-14,2021-04-15,7630590.94,0,Standard
1184,640,2021-04-15,11589187,2024-07-14,2024-04-15,6619341.98,0,Standard
1391,641,2023-04-02,57899,2024-12-31,2024-10-02,30973.03,0,Standard
108,642,2022-03-11,10804092,2023-09-11,2023-09-11,7663163.1,0,STANDARD
277,643,2022-01-22,864048,2023-07-22,2023-07-22,280903.35,0,
901,644,2021-03-02,1688417,2022-09-02,2022-09-02,1362944.23,340,High Risk
1130,645,2021-02-04,232627,2023-02-04,2023-02-04,139671.8,0,Standard
318,646,2021-08-30,311929,2023-11-28,2023-08-30,219532.04,0,Standard
1823,647,2022-09-20,391929,2026-09-20,2026-09-20,289586.44,0,Standard
1835,648,2019-04-17,6184102,2022-04-17,2022-04-17,4395214.07,0,Standard
