client_uuid,company_size,industry,subindustry,company_type,country,state,city,zip_code
1370, Small,Transportation,Delivery Services,Inc.,PH,Davao,Unknown,8002
1371,Small,Retail Trade,Clothing,Cooperative,Philippines,Metro Manila,manila,1100
1372,MEDIUM,Other,Medical Equipment,Corporation,Philippines,CEBU,,7000
1373,Small,Agriculture,Fishery,Cooperative,PH,Metro Manila,Unknown,1770
1374,lg,Manufacturing,Textiles,Partnership,Philippines,Iloilo,N/A,5800
1375,Small,,Infrastructure,LLC,Philippines,Davao, cebu city,8002
1376,small,Telecommunications,Internet Provider,Cooperative,Philippines,Zamboanga,Pagadian,7016
1377,,Telecommunications,Internet Provider,Sole Proprietorship,Philippines,Cebu,Cebu City,6038
1378,Micro,RETAIL TRADE,Hotel,Partnership,Philippines,Cebu,Cebu City,6045
1379,,food&beverage,Renovation,LLC,Pilipinas,Metro Manila,N/A,1200
1380,small,Other,electronics,Sole Proprietorship,N/A,Metro Manila,Caloocan,1000
1381,small,construction ,Hardware, LLC,Philippines, Davao,Roxas,5600
1382,Medium,Healthcare,Dental,corporation,ph,Zamboanga,Zamboanga City,7100
1383,Small,Retail Trade,Pharmacy,corporation,Philippines,Iloilo,,5800
1384,Micro,Food & Beverage,,Corporation,philippines,,Davao City,8105
1385,Large,Manufacturing,Automotive Parts,Sole Proprietorship,Philippines,Metro Manila,Las Piñas,1550
1386,Medium,Real Estate,Real Estate Brokerage,LLC,Philippines,Unknown,Pagadian,7100
1387,,Food & Beverage,Coffee Shop,Sole Proprietorship,Philippines,Cebu,Mandaue,6000
1388,Medium,construction ,Restaurant,Partnership,Philippines,Iloilo,Roxas,5000
1389,Small,RETAIL TRADE,Call Center,Inc.,Pilipinas,CEBU,Bacolod,5000
1390,lg,Technology,E-commerce,N/A,Philippines, Davao,Pagadian,7100
1391,Micro,Construction,Infrastructure,LLC,Philippines,Cebu, cebu city,6014
1392,Small,Retail Trade,Hardware,Cooperative,Philippines,Metro Manila,N/A,1770
1393,Large,Education,Vocational,Partnership,Philippines,Iloilo,Bacolod,5000
1394,Medium,Education,Vocational,Corporation,N/A,Zamboanga,,7100
1395,lg,Technology,Software Development,N/A,Philippines,Metro Manila,Pasig,1550
1396,Medium,RETAIL TRADE,Laboratory,,Philippines,Zamboanga,Pagadian,7000
1397,Unknown,Technology,Digital Marketing,Cooperative,Philippines,Davao,davao ,8100
1398,large ,Manufacturing,Automotive Parts,Partnership,Philippines,Zamboanga,davao ,7100
1399,Large,Construction,Renovation,Cooperative,philippines,Davao,Tagum,8105
1400,Large,N/A,Tutorial,, Philippines,Davao,davao ,8002
1401,Small,Real Estate,Residential,N/A,Philippines,Iloilo,Kalibo,6100
1402,Micro,Food & Beverage,Catering,LLC,Philippines,Cebu,Cebu City,6045
1403,lg,manufacturing,Electronics Store,PARTNERSHIP,Philippines,Davao,Panabo,8105
1404,Small,RETAIL TRADE,IT Services,Inc.,Philippines,iloilo ,Unknown,7016
1405,large ,Technology, software,N/A,Philippines,iloilo ,davao ,1000
1406,Large,Manufacturing,Food Processing,Partnership,Philippines,Zamboanga,Dipolog,7016
1407,med,Technology,N/A,Sole Proprietorship,Philippines,,Digos,8105
1408,Large,Financial Services,Insurance,Corporation,ph, Davao,Kalibo,6100
1409,med,,Logistics,Cooperative,Pilipinas,Davao,Tagum,8119
1410,Unknown,construction ,Food Products,LLC,Philippines,Davao,QUEZON CITY,8100
1411,Medium,Telecommunications,Call Center,Cooperative,ph,Cebu,Mandaue,6045
1412,,Manufacturing,Electronics,corporation,Philippines,Cebu,Mandaue,6014
1413,Medium,Import/Export,TEXTILES,N/A,Philippines,Cebu,Cebu City,6015
1414,Small,Retail Trade,Pharmacy,Cooperative,Philippines,,Mandaue,6014
1415,Large,RETAIL TRADE,Electronics,coop,Philippines,CEBU,manila,7100
1416,Micro,RETAIL TRADE,Public Transport,LLC,Philippines,CEBU,Pagadian,7016
1417, Small,Financial Services, software,Partnership,Philippines,Iloilo,Iloilo City,5800
1418,Large,construction ,Real Estate Brokerage,Partnership,Philippines,Cebu,Mandaue,6038
1419,Small,construction ,Electronics Store,PARTNERSHIP,N/A,Davao,Panabo,8105
1420,Unknown,Manufacturing,Food Processing,,Philippines,Zamboanga,Pagadian,7000
1421,,Transportation,Public Transport,Corporation,Philippines,Iloilo,manila,5800
1422,Medium,Retail Trade,Electronics Store,Corporation,Philippines,Davao,Panabo,8100
1423,Large,Financial Services,Insurance,Corporation,Philippines,Iloilo,Unknown,5600
1424,Large,Food & Beverage,,Sole Proprietorship,Philippines,Cebu,Cebu City,6038
1425,med,Financial Services,Investment,Partnership,Philippines,Metro Manila,Pasay,1630
1426,Large,Construction,Commercial,Sole Proprietorship,PH,N/A,Toledo,6038
1427,Micro,Retail Trade,Hardware,Corporation,Philippines,Metro Manila,Unknown,1740
1428,Large,RETAIL TRADE,Remittance,Inc.,Philippines,Cebu,Talisay,6015
1429,lg,Agriculture,Rice Farming,LLC,philippines,Davao,Davao City,8002
1430,Large,food&beverage,misc,Cooperative,Philippines,Zamboanga,N/A,7000
1431,MEDIUM,Real Estate,Property Management,Sole Proprietorship,N/A,Cebu,Cebu City,6015
1432,med,N/A,Materials Supply,Cooperative,N/A,Iloilo,Roxas,5600
1433,Large,Transportation, software,LLC,Philippines,Zamboanga,Zamboanga City,7016
1434,Medium,Real Estate,grocery ,N/A,Philippines,metro manila,Davao City,8105
1435,Small,Telecommunications,Cable TV,Sole Proprietorship,Philippines,Davao,Tagum,8119
1436,Micro,Transportation,,PARTNERSHIP,Philippines,,Lapu-Lapu,6000
1437,Small,Healthcare,Laboratory,Corporation,PH,Iloilo,Bacolod,6100
1438,N/A,N/A,N/A,Cooperative,Philippines, Davao,Pagadian,7000
1439,Medium,Retail Trade,Clothing,Cooperative,philippines,Zamboanga,Zamboanga City,7016
1440,large ,Manufacturing,Food Processing,Corporation,Philippines,Zamboanga,QUEZON CITY,7016
1441,Unknown,Tourism & Hospitality,Restaurant,Cooperative,Philippines,N/A,davao ,1100
1442,Medium,N/A,Logistics,,,Zamboanga,Pagadian,7016
1443,med,Agriculture,Livestock,Corporation,PHILIPPINES,Cebu, cebu city,6038
1444,Medium,construction ,Call Center,Partnership,Philippines,Cebu,,6014
1445,Medium,Real Estate,Development,Sole Proprietorship,Philippines,Cebu,Lapu-Lapu,6000
1446,Medium,Agriculture,Livestock,Sole Proprietorship,,N/A,,7100
1447,large ,Education,Private School,Partnership,Philippines,,Manila,1600
1448,Large,Financial Services,electronics,LLC,Philippines,Metro Manila,Mandaluyong,1300
1449,Small,Manufacturing,misc,N/A,Philippines,,Kalibo,5800
1450,MEDIUM,Education,Vocational,LLC,Philippines,Metro Manila,Pasay,1770
1451,Micro,construction ,Electronics Store, LLC,Philippines,Cebu,Cebu City,6000
1452,Large,Technology,E-commerce,Partnership,Philippines,Davao, cebu city,8000
1453,Small,Construction,Residential,Cooperative,Philippines,Iloilo,Bacolod,5600
1454,MEDIUM,Transportation,,LLC,Philippines,Davao, cebu city,8100
1455,large ,Technology,Web Design,Cooperative,Philippines,N/A,Toledo,6000
1456,Micro,Food & Beverage,grocery ,sole prop,Philippines,Unknown,davao ,6015
1457,MEDIUM,Transportation,Trucking,coop,philippines,,Unknown,6100
1458,Large, Technology,Rice Farming,Cooperative,Philippines,Metro Manila,Manila,1550
1459,Micro,Financial Services,,LLC,Philippines,Zamboanga,manila,7100
1460,Medium,Financial Services,Microfinance,Partnership,N/A,CEBU,Kalibo,5600
1461,Large,manufacturing,,coop,Philippines,Zamboanga,Dipolog,7000
1462,Small,Import/Export,Industrial Equipment,Cooperative,Philippines,iloilo ,Roxas,5000
1463,Micro,Food & Beverage,grocery ,Cooperative,Philippines,Cebu,Unknown,6045
1464,lg,Agriculture,Agricultural Supply,Inc.,Philippines,Metro Manila,Quezon City,1200
1465,med,Telecommunications,Internet Provider,PARTNERSHIP,,CEBU,Lapu-Lapu,6045
1466,N/A,Healthcare,Physical Therapy,Cooperative,Philippines,iloilo ,Roxas,6100
1467,Small,Telecommunications,Cable TV,Cooperative,Philippines,Iloilo,Iloilo City,5800
1468,Micro,N/A,Car Rental,Cooperative,Philippines,iloilo ,Unknown,1300
1469,Large,Food & Beverage,Coffee Shop, LLC,philippines,Cebu,,6045
1470,Micro,Transportation,misc,Sole Proprietorship,Pilipinas,Unknown,Mandaluyong,1740
1471,Large,food&beverage,Agricultural Supply,Partnership,Philippines,metro manila,Mandaue,6015
1472,Large,Import/Export,Consumer Goods,LLC,Philippines,N/A,Makati,1600
1473,MEDIUM,Technology,IT Services,Corporation,Philippines,metro manila,Roxas,5800
1474,MEDIUM,Retail Trade, software,Corporation,Philippines,Zamboanga,manila,7016
1475,Micro,Manufacturing,Furniture,LLC,N/A, Davao,Kalibo,5600
1476,Unknown,manufacturing,E-commerce,Cooperative,Philippines,Davao,Digos,8002
1477,MEDIUM,Technology,Digital Marketing,Partnership,Philippines, Davao,Zamboanga City,7000
1478,,Tourism & Hospitality,electronics,Inc.,Philippines,Metro Manila,Makati,1400
1479,lg,Telecommunications,,PARTNERSHIP,Philippines, Davao,Talisay,6045
1480,Large, Technology,Coffee Shop,LLC, Philippines,Metro Manila,Makati,1630
1481,Medium,Construction,Commercial, LLC,Philippines, Davao,Zamboanga City,7100
1482,N/A,Technology,IT Services,Partnership,ph,metro manila,Panabo,8002
1483,N/A,Food & Beverage,Bakery,PARTNERSHIP,Philippines,Zamboanga,Pagadian,7100
1484,Micro,Transportation, software,Sole Proprietorship,Philippines,metro manila,Pasay,1550
1485,Small,Retail Trade,Electronics Store,corporation,Philippines,Zamboanga,Dipolog,7000
1486,Small,RETAIL TRADE, software,Sole Proprietorship,Philippines,Metro Manila,Caloocan,1400
1487,Small,Tourism & Hospitality,other,Partnership,Philippines,Zamboanga, cebu city,7100
1488,Large,RETAIL TRADE,Software Development,LLC,,Iloilo,Bacolod,6100
1489,Medium,,grocery ,Sole Proprietorship,Philippines,metro manila,Unknown,8002
1490,Medium,Technology,TEXTILES,LLC,PHILIPPINES,Metro Manila,Manila,1200
1491,lg,,,Sole Proprietorship,Philippines,Metro Manila,Pasig,1630
1492,N/A,Import/Export,Electronics,corporation,ph,Metro Manila,Quezon City,1000
1493,large ,Other,other,N/A,Pilipinas,CEBU,Roxas,5600
1494,Unknown,Real Estate,N/A,Partnership,Philippines,Zamboanga,Zamboanga City,7100
1495,Small,Technology,other,Cooperative,Philippines,Cebu,Unknown,6015
1496,Medium,Agriculture,Rice Farming,LLC,Philippines,Cebu,Toledo,6038
1497,Small,construction ,Trucking,LLC,Philippines,Metro Manila,,1550
1498,Medium,Transportation,Logistics,Partnership, Philippines,Davao,Panabo,8105
1499,Large,Education,TEXTILES,LLC,Philippines,Cebu,Cebu City,6038
1500,Large,Agriculture,Agricultural Supply,Sole Proprietorship,PH,Cebu,Cebu City,6014
1501,Micro,Construction,Renovation,Corporation,ph,Cebu,Lapu-Lapu,6045
1502,Small,Education,Online Education,LLC,Philippines,Cebu,Toledo,6000
1503,Medium,food&beverage,TEXTILES,,Philippines,Zamboanga,QUEZON CITY,7100
1504,Large,Construction,misc,Sole Proprietorship,Philippines,Davao,Panabo,8100
1505,N/A,Retail Trade,Hardware,Partnership,Philippines,Cebu,Toledo,6038
1506,Medium,Healthcare,misc,N/A,Philippines,CEBU,Zamboanga City,7000
1507,Medium,Transportation,Trucking,LLC,philippines,Metro Manila,,1740
1508,Large,Technology,misc,Partnership,Philippines,Zamboanga,Zamboanga City,7100
1509,Medium,Tourism & Hospitality,N/A,Cooperative,Philippines,Iloilo,Bacolod,5800
1510,Small,Education,Private School,Sole Proprietorship,PHILIPPINES,CEBU,Roxas,5000
1511,Medium,Tourism & Hospitality,TEXTILES,LLC,Philippines,Metro Manila,Pasay,1400
1512,large ,Agriculture,grocery ,Sole Proprietorship,Philippines,Metro Manila,Manila,1600
1513,Micro,Telecommunications, software,,Philippines,Zamboanga,Pagadian,7000
1514,Micro,Education,Private School,sole prop,Pilipinas,Davao,QUEZON CITY,8105
1515,Small,,Food Processing,LLC,Philippines,Zamboanga,Unknown,7000
1516,Large,Healthcare,Medical Equipment,LLC,,Zamboanga,Pagadian,7100
1517,Large,Retail Trade,other,corporation,ph,Davao,Tagum,8002
1518,Small,Transportation,Car Rental,LLC,Philippines,Cebu,Lapu-Lapu,6000
1519,Large,Other,Renovation,Corporation,Philippines,Zamboanga,Pagadian,7000
1520,large ,Construction,Infrastructure,Cooperative,PHILIPPINES,Iloilo,Iloilo City,5600
1521, Small,Healthcare,Clinic,Partnership,Philippines,Cebu,Mandaue,6015
1522,Large,Construction,Infrastructure,corporation,Pilipinas,Zamboanga,Unknown,7100
1523,,Manufacturing,Food Processing,Cooperative,Philippines,metro manila,Unknown,7016
1524,Small,Education,Training Center,Partnership,Philippines,Metro Manila,Muntinlupa,1200
1525,large ,,Textiles, LLC,Philippines,CEBU, cebu city,6045
1526,,Transportation,Trucking,Corporation,Philippines,Metro Manila,Pasig,1740
1527,large ,RETAIL TRADE,Remittance,Corporation,Pilipinas,,Mandaluyong,1770
1528,Large,Education,Vocational,Sole Proprietorship,Philippines, Davao,davao ,1400
1529,Small,Other,Car Rental,,Philippines,Metro Manila,Pasay,1300
1530,Small, Technology,Bakery,Corporation,ph,Zamboanga,Dipolog,7016
1531,Small,Financial Services,grocery , LLC,N/A,Zamboanga,Dipolog,7016
1532,Small,Tourism & Hospitality,Hotel,Sole Proprietorship,N/A,Zamboanga,Pagadian,7100
1533, Small,Retail Trade, software,PARTNERSHIP,Philippines,Metro Manila,Muntinlupa,1000
1534,N/A,Construction,,Cooperative,Philippines,Iloilo,Iloilo City,5800
1535,Medium,Tourism & Hospitality,Hotel,Partnership,Philippines,Davao,QUEZON CITY,8100
1536,Small,manufacturing,Clinic,Cooperative,N/A,Davao,Davao City,8000
1537,,Agriculture,Rice Farming,PARTNERSHIP,Pilipinas, Davao,Mandaluyong,1400
1538,lg,Food & Beverage,grocery ,Sole Proprietorship,ph,Iloilo,Roxas,5000
1539,Medium,,electronics,LLC,Philippines,Cebu,Talisay,6014
1540, Small,Import/Export,Consumer Goods,Corporation,Pilipinas,,Dipolog,7000
1541,Medium,Import/Export,Consumer Goods,Corporation,Philippines,Metro Manila,Caloocan,1000
1542,Medium,Education,Vocational,Cooperative,Philippines,Cebu,Toledo,6045
1543,Micro,food&beverage, software,Inc.,Philippines,Unknown,,5600
1544,Small,Education,Tutorial,,Philippines,N/A,davao ,6100
1545,Large,Manufacturing,Furniture,Sole Proprietorship,PHILIPPINES,,Talisay,6045
1546,N/A,Import/Export,Consumer Goods,Sole Proprietorship,Philippines,Iloilo,Roxas,5000
1547,Small,N/A,Coffee Shop, LLC,philippines,Unknown,Las Piñas,1600
1548,Medium,Transportation,Trucking,N/A,Philippines,Zamboanga,QUEZON CITY,7016
1549,Medium,Other,Online Education,LLC,Philippines,Cebu,Cebu City,6014
1550,MEDIUM,Import/Export,, LLC,,Iloilo,Bacolod,6100
1551,Micro,Food & Beverage,misc,Partnership,Pilipinas,Cebu,,6015
1552,Medium,Tourism & Hospitality,Event Planning, LLC,Philippines,Zamboanga,Dipolog,7100
1553,med,Transportation,Public Transport,N/A,Philippines,Zamboanga,Pagadian,7100
1554,lg,Healthcare,Laboratory,LLC,Philippines,Cebu,QUEZON CITY,6014
1555,med,Construction,grocery ,Sole Proprietorship,Philippines,Metro Manila,davao ,1400
1556,Micro,Agriculture,Rice Farming,Cooperative,Philippines,Iloilo,Kalibo,6100
1557,Medium, Technology,electronics,N/A,PHILIPPINES,metro manila,Mandaue,6015
1558,large ,Manufacturing,Textiles,Sole Proprietorship,Philippines,Cebu,Toledo,6015
1559,Medium,Financial Services,Money Exchange,Cooperative,Philippines,Cebu,QUEZON CITY,6038
1560,Medium,Education,Private School,Partnership,Philippines,Iloilo,Roxas,5800
1561,Micro,Real Estate,Residential,Corporation,PH,N/A,Davao City,8000
1562,Micro,Healthcare,Dental,Corporation,Philippines,Zamboanga,Dipolog,7016
1563,large ,Financial Services,Investment,Inc.,philippines,Unknown,Davao City,8100
1564,Large, Technology,Commercial,Sole Proprietorship,Philippines,Iloilo,Iloilo City,5800
1565,Micro,Retail Trade,Clothing,N/A,Pilipinas,Iloilo,Iloilo City,5000
1566,Small,Tourism & Hospitality,Event Planning,LLC,Philippines,N/A,,5600
1567,Medium,Telecommunications,Network Equipment,Partnership,Philippines,Iloilo,Iloilo City,6100
1568,Small,Manufacturing,Electronics,sole prop,Philippines,Davao,Samal,8000
1569,Micro,Telecommunications,Mobile Services,LLC,Philippines,Cebu,Toledo,6038
1570,Small,Telecommunications,electronics,Sole Proprietorship,N/A,Cebu,Toledo,6015
1571,Micro,N/A,electronics,Partnership,,Zamboanga,Zamboanga City,7016
1572,Unknown,food&beverage,Commercial,Partnership, Philippines,N/A,,1630
1573,Medium,Technology,IT Services,Sole Proprietorship,Philippines,Zamboanga,davao ,7016
1574,Small,Real Estate,Real Estate Brokerage,sole prop,Pilipinas,Iloilo,Bacolod,5800
1575,Micro,Agriculture,Fishery,Cooperative,Philippines, Davao,,7000
1576,Medium,Import/Export,Food Products,Corporation,Philippines,metro manila,davao ,1770
1577,Medium,RETAIL TRADE,Catering,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7000
1578,Medium,Education,Training Center,Cooperative, Philippines,Cebu,Cebu City,6038
1579,Micro,RETAIL TRADE,,Sole Proprietorship,Philippines,Zamboanga,Pagadian,7016
1580, Small,Import/Export,Automotive,LLC,Philippines,iloilo ,manila,6015
1581,Micro,Tourism & Hospitality,Restaurant,Inc.,Philippines, Davao,davao ,5800
1582,Small,Tourism & Hospitality,Hotel,LLC,Philippines,,Cebu City,6045
1583,Micro,Food & Beverage,,sole prop,Philippines,,Caloocan,1400
1584,N/A,Healthcare,Medical Equipment,LLC,PH,CEBU,Mandaue,6045
1585,Micro,Food & Beverage,Bakery,Sole Proprietorship,Philippines,Iloilo,Iloilo City,5800
1586,Medium,Retail Trade,Clothing,Sole Proprietorship,Philippines,Unknown,Talisay,6000
1587,Large,Education,TEXTILES,Sole Proprietorship,Philippines,Cebu,Talisay,6014
1588,,Tourism & Hospitality,Resort,Corporation,Philippines,Zamboanga,Pagadian,7000
1589,Large,Construction,Residential,N/A,philippines,Iloilo,N/A,6100
1590,Micro,,Food Processing,Partnership,Philippines,Iloilo,,6100
1591,Large,Import/Export,Consumer Goods,coop,Philippines,,Talisay,6014
1592,Medium,N/A,Infrastructure,Partnership,Philippines,Metro Manila,manila,1200
1593,Small,Real Estate,Property Management,LLC,Philippines,Zamboanga, cebu city,7100
1594,Unknown, Technology,Electronics Store,PARTNERSHIP,Philippines,,Talisay,6014
1595,Micro,Telecommunications,Network Equipment,Sole Proprietorship,PH,Davao,Tagum,8100
1596,med,Real Estate,electronics,Cooperative,Philippines,, cebu city,7016
1597,Medium,Healthcare,Laboratory,Sole Proprietorship,Philippines,Cebu,,6014
1598,Medium,Construction,Infrastructure,Sole Proprietorship, Philippines,Unknown,Bacolod,5000
1599,Medium,Tourism & Hospitality,TEXTILES,Partnership,Philippines,Zamboanga,Dipolog,7016
1600,Large,Healthcare,,LLC,PHILIPPINES,Davao,Samal,8002
1601,small,Import/Export,Food Products,LLC,Philippines,Zamboanga,Zamboanga City,7016
1602,N/A,Retail Trade,Grocery,Partnership,N/A,Zamboanga,Pagadian,7016
1603,Medium,Food & Beverage,Coffee Shop,Corporation,Philippines,Cebu,,6015
1604,Small,construction ,Organic Farming,corporation,Philippines,Davao,Samal,8100
1605,Small,N/A,Hotel,Corporation, Philippines,,,7000
1606,Medium,manufacturing,Call Center,LLC,Philippines,N/A, cebu city,1550
1607, Small,construction ,Automotive,coop,Philippines,Zamboanga,manila,7000
1608,Small,Construction,misc,Partnership,PHILIPPINES,Davao,Samal,8002
1609,Medium,Transportation,misc, LLC,Philippines,Metro Manila,Muntinlupa,1740
1610,Medium,,Textiles,Sole Proprietorship,Philippines,Davao,Unknown,8002
1611,med,food&beverage,E-commerce,Cooperative,Philippines,Iloilo,Kalibo,5800
1612,,Telecommunications,Mobile Services,Corporation,PHILIPPINES,Cebu,manila,6014
1613,lg,Import/Export,Food Products,Corporation,Philippines,Metro Manila,Muntinlupa,1100
1614,Medium,food&beverage,Electronics Store,sole prop,Philippines,Davao,QUEZON CITY,8002
1615,Large,Tourism & Hospitality,Resort,Corporation,Philippines,Metro Manila,Manila,1770
1616,Small,Food & Beverage,Catering,Cooperative,philippines,Zamboanga,Dipolog,7000
1617,Unknown,Other,Consumer Goods,LLC, Philippines,Davao,Digos,8002
1618,Medium,Healthcare,Dental,PARTNERSHIP,N/A,Iloilo,Roxas,5600
1619,Micro,Agriculture,electronics,Sole Proprietorship, Philippines,,Zamboanga City,7000
1620,Small,Financial Services,Insurance,corporation,Philippines,Cebu,manila,6015
1621,N/A,RETAIL TRADE,Vocational,LLC,PH,Iloilo,Roxas,5600
1622,Micro,Import/Export,Consumer Goods,Inc.,Philippines,,Toledo,6045
1623,large ,food&beverage,N/A,Sole Proprietorship,Philippines,Metro Manila,davao ,1770
1624,Large,N/A,misc,LLC,Philippines,Metro Manila,Makati,1400
1625, Small, Technology,Cable TV,Corporation,Philippines,Metro Manila,Manila,1630
1626,Micro,Education,Online Education,LLC,Philippines,Metro Manila,Quezon City,1400
1627,N/A,Agriculture,Livestock,coop,Philippines,Davao,Davao City,8100
1628,Large,Other,Commercial,LLC,Philippines,Unknown,Roxas,5600
1629,Micro,Retail Trade,Clothing,Sole Proprietorship,Philippines,Cebu,Toledo,6038
1630, Small,Food & Beverage,,Sole Proprietorship,Philippines,Cebu,Toledo,6014
1631,Micro,Other, software,Corporation,Philippines,Metro Manila,Makati,1100
1632,Medium,Food & Beverage,Food Truck,LLC,Philippines,Zamboanga,Pagadian,7100
1633,Micro,Manufacturing,Textiles,Sole Proprietorship,Pilipinas,Zamboanga,Dipolog,7016
1634,Unknown,Financial Services,Money Exchange,Corporation,Philippines,metro manila,Iloilo City,5000
1635,Large,Transportation,Logistics,Cooperative,Philippines,Zamboanga,Zamboanga City,7100
1636,Large,Construction,Materials Supply,Partnership,Philippines,Davao,,8105
1637,Micro,Telecommunications,Internet Provider, LLC,Philippines,Cebu,Lapu-Lapu,6015
1638,Small,Other, software,N/A, Philippines, Davao,QUEZON CITY,7016
1639, Small,Healthcare,Dental,Cooperative,Philippines,Metro Manila,Pasig,1630
1640,Micro,Manufacturing,Food Processing,LLC,Philippines,Metro Manila,davao ,1550
1641,Small,manufacturing,Property Management,Cooperative,Philippines,Metro Manila,Pasig,1400
1642,Medium,Transportation,N/A,Inc.,Philippines,Zamboanga,Dipolog,7016
1643,small,Education,Online Education,Corporation,Philippines,Zamboanga,Zamboanga City,7016
1644,Small,Import/Export,Automotive,Cooperative,Philippines,Zamboanga,N/A,7000
1645,Large,Education,N/A,Corporation,,Iloilo,QUEZON CITY,5800
1646,Micro,RETAIL TRADE,Agricultural Supply,LLC,Philippines,Metro Manila,Pasay,1600
1647,Micro,Manufacturing,Automotive Parts,Cooperative,Philippines,Metro Manila,Pasig,1300
1648,Medium,Import/Export,Consumer Goods,Corporation,N/A,Cebu,QUEZON CITY,6014
1649,Large,Import/Export,Electronics,Partnership,Pilipinas,iloilo ,Zamboanga City,7100
1650,large ,Manufacturing,Food Processing,coop,PH,,,1550
1651,Small,food&beverage,Internet Provider,Cooperative,Philippines,Davao,Samal,8000
1652,Micro,Healthcare,Laboratory,LLC,PH,Cebu,Talisay,6014
1653,Medium,Other,TEXTILES,LLC,Philippines,Davao,Panabo,8000
1654,Micro,Technology,Web Design,Partnership,PH,Iloilo,N/A,5600
1655,Small,food&beverage,Catering,sole prop,Philippines,iloilo , cebu city,1630
1656,Micro,Healthcare,other,LLC,Philippines,Iloilo,Bacolod,5800
1657,Micro,Real Estate,Real Estate Brokerage,corporation,N/A,Cebu,Mandaue,6015
1658,Medium,Real Estate,Commercial,Sole Proprietorship,philippines,Unknown,N/A,1770
1659,Micro,Tourism & Hospitality,Event Planning,Corporation,PH,iloilo ,Pagadian,7016
1660,med,Food & Beverage,Food Truck,Inc.,Philippines,,Mandaue,6045
1661,med,RETAIL TRADE,TEXTILES,N/A,Philippines,Cebu,Cebu City,6015
1662,small,,Vocational,Sole Proprietorship,PH,Cebu,Mandaue,6045
1663,small,Manufacturing,grocery ,Sole Proprietorship,Philippines,Cebu,Talisay,6000
1664,Small,food&beverage,Commercial,LLC,Philippines,Metro Manila,Mandaluyong,1770
1665,Micro,Other,Food Truck,Sole Proprietorship,philippines,Iloilo,Bacolod,5600
1666,Large,Construction,Infrastructure,,Philippines,Davao,Unknown,8000
1667,Small,Healthcare,Dental,Sole Proprietorship,Philippines,iloilo ,Unknown,7016
1668,large ,Real Estate,Development,Sole Proprietorship,Philippines,Davao,Panabo,8119
1669,small,Agriculture,Rice Farming,Partnership,,CEBU,Bacolod,6100
1670,Small,Telecommunications,N/A,Partnership, Philippines,Zamboanga, cebu city,7100
1671,Medium, Technology,Hotel,Corporation,Philippines,Unknown,Digos,8119
1672,Small,Financial Services,Investment,corporation,Philippines,Metro Manila,Pasig,1000
1673,N/A,manufacturing,Hotel,LLC,Philippines, Davao,davao ,7100
1674,Large,N/A,Logistics,corporation,Philippines,Zamboanga,QUEZON CITY,7000
1675,Medium,,Clothing,Sole Proprietorship,Philippines,Metro Manila,Manila,1550
1676,Medium,Financial Services,Microfinance,Sole Proprietorship,Philippines,N/A,Caloocan,1600
1677,Micro,Manufacturing,Furniture, LLC,Philippines,Cebu,Lapu-Lapu,6015
1678,lg,Manufacturing,Electronics,Corporation,Philippines,CEBU,Samal,8105
1679,Micro,Tourism & Hospitality,Event Planning,LLC,,Metro Manila,N/A,1550
1680,Small,Manufacturing,electronics,Sole Proprietorship,Philippines,Davao,QUEZON CITY,8119
1681,Small,Import/Export,Industrial Equipment,sole prop,Philippines,Zamboanga,Zamboanga City,7016
1682,Unknown,Agriculture,Rice Farming,Sole Proprietorship,Philippines,metro manila,Talisay,6000
1683,Large,Tourism & Hospitality,Hotel,,Philippines,Cebu,Talisay,6014
1684,,construction ,Hardware,Corporation,Philippines,Cebu,Unknown,6000
1685,,Financial Services,Remittance,PARTNERSHIP,N/A,N/A,Manila,1100
1686,Large,Education,Tutorial,Corporation,Philippines,Zamboanga,Zamboanga City,7016
1687,med,Other,,corporation,Philippines,Metro Manila,Makati,1740
1688,N/A,Import/Export,other,LLC,,Iloilo,Roxas,5000
1689,Large,Food & Beverage,other,LLC,Philippines,Cebu,Cebu City,6038
1690,Micro,Retail Trade,Electronics Store,Partnership,Philippines,Cebu,Mandaue,6014
1691,Large,Food & Beverage,TEXTILES,Partnership,Philippines,CEBU,Cebu City,6045
1692,Large,N/A,Grocery,Inc.,Philippines,,davao ,1630
1693,Small,Telecommunications,Call Center,Partnership,,Cebu,,6038
1694, Small,Healthcare,Dental,Cooperative,Philippines,Metro Manila, cebu city,1300
1695,Medium,Agriculture,Rice Farming,Cooperative,ph,Davao,Panabo,8119
1696,Medium,Financial Services,,Inc.,ph,Unknown,Unknown,6000
1697,Large,construction ,Microfinance,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7016
1698,MEDIUM,Technology,Software Development,Corporation,Philippines,Davao,Panabo,8105
1699,lg,Transportation,Trucking,Sole Proprietorship,Philippines,Iloilo,Roxas,6100
1700,Medium,RETAIL TRADE,Tutorial,LLC,Philippines,Metro Manila,Caloocan,1100
1701,Medium,Other,,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7016
1702,Unknown,Agriculture,Livestock,LLC,PHILIPPINES,Zamboanga,N/A,7000
1703,small,Transportation,TEXTILES,PARTNERSHIP,philippines,Davao,davao ,8002
