client_uuid,company_size,industry,subindustry,company_type,segment,country,province,city,annual_revenue,employee_count,year_established
6SBK8QC,Micro_(<10),textiles,Textile Machinery,LLC,Segment 4,Philippines,Aklan,BALETE,631291,1.0,1985
UXO05LE,small (10-49),Wate,Wastewater Treatment,Partnership,Segment 3,Philippines,Pampanga,Bacolor,25531192,44.14771003686407,1992
Z4FOZLN,Micro_(<10),Manufacturin,automotive parts,cooperative,Segment 3,  Philippines,Metro Manila,valenzuela,5381909,6.426034350347373,1987
29MIUCY,Micro (<10),N/A,Property Development,Partnership,Segment 1,Philippines,Iloilo,Alimodian,5272696,5.0,1995
OIZC9ET,Micro (<10),Finance,Bookkeeping,Sole Proprietorship,Segment 1,Philippines,Sorsogon,Casiguran,6424102,6.529916340186691,2009
QDDY6NX,Medium (50-249,PHARMACEUTICAL,LABORATORY EQUIPMENT,Sole Proprietorshi,Segment 4,Philippines,NUEVA ECIJA,cuyapo,19192740,59.0,2010
E28R3OO,Small (10-49),NULL,Metal Fabrication,Corporation,Segment 3,Philippines,isabela,cabagan,6869444,12.420471485855849,1990
RS3ML7L,Medium  (50-249),CONSTRUCTION,Road  Construction,cooperative,Segment 1,Philippines,Compostela Valley,monkayo,139244863,191.0,1982
J7F11ML,micro (<10),beauty & wellness,Cosmetics  Retail,LLC,Segment 1,Philippines,Tawi-Tawi,Bongao,3966912,6.887532827344853,1988
FGITKBV,Small (10-49),Transportation,Taxi Services,LLC,Segment 3,Philippines,Maguindanao,buldon,13753146,31.266310444210514,1999
9QJWB8N,  Micro (<10),Hospitality,Restaurants,Partnership,Segment 1,Philippines,sarangani,Maitum,6493375,9.0,2006
RYRFSLY,Small (10-49),Transportation,Trucking Services,  Cooperative,Segment 1,Philippines,Zamboanga del Sur,pagadian,10819493,27.0,1988
U76RCXA,  Micro (<10),Chemicals,cleaning products,Cooperative,Segment 2,Philippines,bulacan,San_Jose_del_Monte,2712417,8.0,1988
C9Y9KPQ,  Micro (<10),WASTE MANAGEMENT,Environmental Services,Cooperative,Segment 3,Philippines,DAVAO DEL NORTE,New Corella,3669456,7.0,1991
PDL6VR6,medium (50-249),Entertainment,Arts & Crafts,,Segment 3,Philippines,Negros Oriental,  Basay,139195085,237.0,1984
NTDE5FN,NULL,Securit,Personal Protection,LLC,Segment 1,philippines,Bulacan,Balagtas,1219332,4.455449012373388,2008
9AFX9X2,Micro_(<10),Finance,Investment Services,CORPORATION,Segment 3,Philippines,Misamis Oriental,Gitagum,4762763,4.0,1982
VF5QQWM,  Small (10-49),Healthcare,Physical_Therapy,Cooperative,Segment 1,Philippines,Northern_Samar,catubig,16752967,23.0,1988
917P9GR,Micro (<10),Pharmaceutical,laboratory equipment,Cooperative,Segment 1,Philippines,Bulacan,Meycauayan,5229065,9.485769825404967,1983
FR54KZ1,Small (10-49),Logistics,inventory management,Corporation,Segment 3,Philippines,Negros_Oriental,Bayawan,29891242,48.0,1994
Z3I5KV7,Small (10-49),,AMUSEMENT PARKS,Sole Proprietorship,Segment 3,Philippines,Lanao del Sur,bacolod-kalawi,17626783,27.0,2006
5DB6UAK,Small (10-49),Water,Wastewater Treatment,Cooperative,Segment 4,Philippines,metro manila,Pateros,13390887,17.0,2005
1VUQERQ,micro (<10),Healthcare,Mental Health Services,Sole Proprietorship,Segment 3,philippines,Laguna,San_Pedro,3225296,8.0,1998
TW8WWW1,Micro (<10,Media,PRINT MEDIA,Partnershi,Segment 2,PHILIPPINES,camarines sur,Naga,1643496,3.0,2015
4RB6K7P,MICRO (<10),manufacturing,Garment_Production,cooperative,Segment 1,Philippines,Zamboanga del Sur,Bayog,2127956,3.0,2005
A095O4F,Micro (<10),Automotive,  Auto Repair,Corporatio,Segment 2,Philippines,Iloilo,Iloilo City,2566553,4.0,1982
1GG3RXF,  Micro (<10),Furniture,Office Furniture,  Partnership,Segment 1,Philippines,Basilan,al-barka,1536565,3.0,1985
DGLMPFN,SMALL (10-49),CONSTRUCTION,Building Materials,SOLE PROPRIETORSHIP,Segment 1,Philippines,Basilan,Tipo-Tipo,20089224,44.0,1996
VJUFA7N,Medium (50-249),,Furniture Retail,Cooperativ,Segment 5,PHILIPPINES,Zamboanga Sibugay,Naga,112689597,230.2164316250581,2015
Q3J896A,Small (10-49),Furniture,  Furniture Retail,Cooperative,Segment 2,Philippines,Albay,Bacacay,25554541,34.0,2007
KTKOQ7L,Micro (<10),Education,Educational Materials,Corporation,Segment 4,Philippines,Davao del Norte,Samal,4326213,8.17438239401026,2001
YKLMIFJ,Large (250+),Education,TUTORIAL SERVICES,Cooperative,Segment 3,Philippines,antique,Laua-an,676035102,1208.0,2011
16CHFF2,Small (10-49,  Hospitality,  Hotels & Lodging,Cooperative,Segment 3,philippines,Misamis Oriental,Gitagum,26836762,41.44512456293583,1995
X00USWO,Small (10-49),  Agriculture,NULL,Sole Proprietorship,Segment 2,philippines,DAVAO ORIENTAL,Baganga,9927628,24.0,1991
KW7QJRH,Micro_(<10),Wate,Bottled Water,Corporatio,Segment 2,Philippines,Negros Occidental,Cadiz,3665278,6.760684336687562,1996
NKNPJTP,  Micro (<10),Media,Print Media,Corporation,Segment 2,Philippines,Zamboanga  del  Norte,Kalawit,2643931,6.0,2013
MVR0HFK,Micro_(<10),hospitality,recreation services,Sole Proprietorship,Segment 1,Philippines,Leyte,Baybay,2445806,6.0,1983
1MCS1SQ,Small  (10-49),Logistics,Express  Delivery,Partnershi,Segment 3,Philippines,Albay,Ligao,7481954,18.0,2008
F5P1P0C,Medium (50-249,technology,CLOUD SERVICES,Partnership,Segment 1,Philippines,sulu,Kalingalan Caluang,64610516,68.42399763110156,1998
FNBY4MR,Micro (<10,  Chemicals,SPECIALTY CHEMICALS,partnership,Segment 1,philippines,Cagayan,Baggao,2670255,5.0,1983
NB5CHZ5,Small (10-49),Manufacturin,Textile Manufacturing,Cooperative,Segment 3,Philippines,Nueva Ecija,gapan,13124043,19.0,2002
JK6FGLG,  Micro (<10),Marine,marine construction,Cooperative,Segment 1,Philippines,Cebu,cebu city,5242209,7.0,1982
63UQ0C2,,construction,Commercial  Construction,Sole Proprietorship,Segment 4,Philippines,Cebu,Cebu_City,116714590,242.0,1980
1LZHEK8,small (10-49),Hospitality,Travel Agency,Partnership,Segment 5,philippines,Negros  Oriental,Amlan,25180011,41.0,2015
ITTGKUS,Small (10-49),Aviation,Air_Cargo,LLC,Segment 4,Philippines,Sultan  Kudarat,Kalamansig,12355795,25.0,2014
ZRT7GJO,Medium (50-249),Water,Water Equipment,Corporation,Segment 2,Philippines,Cagayan,Aparri,118765565,181.14550995068493,1996
XA3OH8R,Micro (<10),NULL,marketing services,Sole_Proprietorship,Segment 1,philippines,Lanao del Sur,Bayang,1526583,4.660479048758529,1986
3TP42F2,N/A,transportation,Shipping_Services,PARTNERSHIP,Segment 4,Philippines,Northern Samar,  Lapinig,14204539,27.55619155395664,1981
1U3C7F2,Micro (<10,Manufacturing,Plastic Manufacturing,llc,Segment 2,Philippines,Davao del Sur,sulop,1006464,2.0,1997
U16KA6C,Medium  (50-249),Telecommunications,DATA SERVICES,LLC,Segment 5,Philippines,Negros Occidental,San Carlos,88825663,169.0,2015
8SLT62P,Large (250+),Technology,Data  Processing,Sole Proprietorship,Segment 5,Philippines,ILOCOS SUR,cabugao,1523049359,1121.0,2004
PMLR2RB,SMALL (10-49),Aviation,Air  Cargo,Corporatio,Segment 4,Philippines,Cebu,Mandaue,12705834,21.0,1988
XO67V27,Micro (<10,Professional  Services,Design_Services,Cooperative,Segment 1,Philippines,Davao del Norte,Asuncion,2483931,8.0,2013
0ABR969,Small  (10-49),media,,Sole Proprietorshi,Segment 2,Philippines,Cebu,  Toledo,13848701,30.0,1981
Y2M57LX,Medium (50-249),AVIATION,Aviation Services,Cooperative,Segment 4,Philippines,LANAO DEL NORTE,kapatagan,93457768,200.847499632306,1992
UJ3XC2H,Micro (<10),Finance,microfinance,Cooperative,Segment 1,Philippines,Leyte,Babatngon,634488,1.0,1991
ASWZ27S,Micro (<10),Retail,Grocery Stores,Cooperative,Segment 1,Philippines,maguindanao,Ampatuan,4274045,6.0,2009
RD6TM9D,Micro (<10,NULL,Auto Accessories,LLC,Segment 2,philippines,Zamboanga_del_Sur,Dumingag,2579764,4.0,2001
9JR3HM4,Medium (50-249),Healthcare,laboratory services,  Cooperative,Segment 4,Philippines,Bulacan,Balagtas,188411703,228.0,2000
HT7HBUO,,CHEMICALS,Pesticides,  Sole Proprietorship,Segment 3,Philippines,Bulacan,Bocaue,1123563,3.0,1998
YULZ282,Micro (<10),Water,Water Purification,sole proprietorship,Segment 2,Philippines,Sulu,Maimbung,704243,2.0,1991
CZZAOKG,NULL,Logistic,  Cold Chain Logistics,  LLC,Segment 1,Philippines,Tarlac,Bamban,90328073,155.0,2005
2UZ1QIU,Small (10-49),Retail,Convenience_Stores,Corporation,Segment 3,Philippines,Tawi-Tawi,Sitangkai,23119987,48.0,2008
U1CNB2R,Large  (250+),Sports,Sports Marketing,Partnership,Segment 5,Philippines,misamis oriental,El Salvador,573569622,1035.815572303452,2002
HNR3677,Micro (<10),healthcare,Physical Therapy,Sole  Proprietorship,Segment 1,Philippines,  Sulu,  Kalingalan Caluang,3825835,8.688916777334601,2005
C4LHY8L,,Furniture,Custom Furniture,Corporation,Segment 2,Philippines,Masbate,Esperanza,1974729,4.0,1984
99LCRG4,NULL,Aviatio,Aviation Services,LLC,Segment 4,Philippines,Metro_Manila,  Pasig,33078269,64.0,1998
G69G0BQ,Medium (50-249),,Fishing_Services,llc,Segment 3,  Philippines,METRO MANILA,Pateros,94999487,203.0,1990
1USC3EF,MICRO (<10),Finance,Accounting Services,Corporation,Segment 3,Philippines,Davao del Sur,Davao City,1431881,2.0,2015
BL5HJKN,small (10-49),furniture,Wood Working,Sole_Proprietorship,Segment 3,philippines,negros occidental,  Sagay,8563417,20.0,2001
TT4HXK6,Micro_(<10),Manufacturing,Plastic Manufacturing,LLC,Segment 2,PHILIPPINES,Davao del Norte,Asuncion,3309799,3.0,2013
AYZ8ODO,micro (<10),,Sand & Gravel,Cooperative,Segment 1,Philippines,Davao_del_Norte,Carmen,3642562,6.816799161344731,1990
1V7T6OG,,beauty & wellness,Wellness Coaching,Cooperative,Segment 4,Philippines,Capiz,Panitan,224275948,308.0,2000
81H5DG0,Micro (<10,Finance,MONEY EXCHANGE,Partnership,Segment 4,Philippines,Misamis  Oriental,Cagayan  de  Oro,6342643,5.148276404321505,2003
4OHF1D3,Medium (50-249),Retail,  Grocery Stores,Sole Proprietorship,Segment 4,Philippines,Davao Oriental,Mati,140669369,216.0,1987
4V9SNN2,Large (250+),Beauty & Wellness,,Partnership,Segment 4,Philippines,Cagayan,APARRI,165676740,317.0,1990
R69JNGL,  Micro (<10),Real Estat,construction development,  Partnership,Segment 2,Philippines,Aklan,Batan,6398945,8.502454770783064,1996
D7L4PBB,  Micro (<10),Aviatio,aviation fuel,Sole Proprietorshi,Segment 2,Philippines,Zamboanga Sibugay,Kabasalan,1477891,4.0,1995
0G5H6O0,Large (250+),Professional Services,Technical Services,Sole_Proprietorship,Segment 3,Philippines,  Samar,Hinabangan,194958500,507.44549631168996,2006
348H3UO,Micro (<10),,MEDICAL DEVICES,Cooperative,Segment 3,Philippines,Zamboanga  del  Norte,Jose Dalman,1576354,5.0,1983
IHYGHXQ,Micro (<10,Retail,Convenience Stores,N/A,Segment 3,Philippines,Tarlac,Mayantoc,3282264,5.0,2014
19G1BIF,Small (10-49),Marine,,LLC,Segment 3,Philippines,Metro Manila,Caloocan,10862452,32.0,1992
23CG9K5,MICRO (<10),Security,Personal Protection,Corporation,Segment 4,philippines,Tarlac,capas,5241857,8.0,1981
HML89BO,Small_(10-49),  Healthcare,  Medical Supplies,partnership,Segment 1,Philippines,sulu,Banguingui,19033433,34.0,1983
9OC2UBF,Micro (<10),Sports,Sports Medicine,Partnership,Segment 2,Philippines,Eastern Samar,Dolores,1518542,2.0,1984
2WZ5FHQ,N/A,Marine,Boat Manufacturing,Corporation,Segment 1,Philippines,Tarlac,Capas,16931536,27.0,2016
MT9GW75,Small (10-49),MEDIA,Advertising,LLC,Segment 2,Philippines,Masbate,Cataingan,22684332,29.890802455942566,1990
4BBWK28,micro (<10),Marine,NULL,LLC,Segment 1,Philippines,Sulu,Old Panamao,2314495,4.0,1995
NKB33DM,Small (10-49),Agriculture,Sugar_Production,N/A,Segment 2,Philippines,Pampanga,Bacolor,9187038,20.0,1998
KQOPB9S,MICRO (<10),N/A,Textile_Machinery,partnership,Segment 2,Philippines,misamis occidental,Ozamiz,1330851,2.0,2004
AYZKWBS,Small (10-49),Furniture,Home Furniture,Cooperative,Segment 1,Philippines,Leyte,Barugo,18860340,25.0,2006
09PZDLQ,SMALL (10-49),Professional  Services,Architectural Services,llc,Segment 2,Philippines,Lanao del Sur,calanogas,28415672,38.275067742070156,2015
VXBSB15,Micro (<10),Telecommunications,satellite communications,Partnership,Segment 1,Philippines,Camarines Sur,Bombon,3928133,6.502347149666599,2012
DL7DT11,Micro (<10),agriculture,  Coffee Production,Partnership,Segment 1,PHILIPPINES,Bulacan,Guiguinto,6589524,9.0,1987
8NRJO6S,Small (10-49),Media,Content_Creation,,Segment 4,Philippines,Zamboanga del Norte,kalawit,17262297,28.0,1990
EXG760N,  Small (10-49),Technolog,Web_Development,Sole Proprietorship,Segment 2,Philippines,Camarines Sur,baao,53426281,44.83383843799649,1994
1149YL4,Medium (50-249),Technolog,Hardware Sales,Sole Proprietorship,Segment 1,Philippines,Albay,Malilipot,100508350,168.0,1981
LR1COPV,Small  (10-49),Real Estat,COMMERCIAL REAL ESTATE,LLC,Segment 2,Philippines,Sulu,jolo,18416611,25.0,2017
NZ398FC,Small_(10-49),  Technology,Software Development,llc,Segment 3,Philippines,Metro Manila,Las Piñas,15740105,15.0,2006
0FX6PL4,Micro (<10),Minin,Mining_Equipment,Partnership,Segment 1,philippines,  Misamis Oriental,Balingoan,2902191,3.732684942149483,1999
HEW75PD,Micro (<10,Media,Radio Services,Cooperative,Segment 3,Philippines,Bohol,ANTEQUERA,2340925,7.0,1988
SAQPZOH,micro (<10),Finance,NULL,NULL,Segment 1,Philippines,Samar,Catbalogan,1356580,2.0,2000
GG7STYE,Micro (<10,Water,WATER SERVICES,corporation,Segment 1,philippines,Maguindanao,DATU ANGGAL MIDTIMBANG,2498872,6.0,1993
VIXS4O5,Small  (10-49),automotive,Auto Repair,Sole_Proprietorship,Segment 2,Philippines,Basilan,Tabuan-Lasa,4645869,15.0,1988
AKBEVMW,MEDIUM (50-249),  Agriculture,Poultry Production,N/A,Segment 2,Philippines,Sarangani,Malungon,103048363,175.0,1992
AAR94A9,small (10-49),sports,Sports_Retail,corporation,Segment 3,Philippines,Rizal,Cardona,4324040,12.0,2016
6FQDN3T,NULL,Retail,Automotive_Retail,Partnership,Segment 3,Philippines,Batangas,Lemery,13075484,29.0,2014
1T5I7ND,Medium  (50-249),Entertainmen,Amusement Parks,Partnership,Segment 5,Philippines,Leyte,Tacloban,142351120,226.0,2007
5HMKTRF,Small (10-49),,Medical Equipment,Cooperative,Segment 2,Philippines,Sorsogon,Bulusan,11062634,16.0,2011
LXSI8D5,Small  (10-49),Pharmaceutical,Diagnostic Equipment,Corporation,Segment 1,Philippines,Sultan Kudarat,Kalamansig,7125455,14.0,2007
UGPEOUD,Micro (<10),  Agriculture,Fruit Production,Corporation,Segment 3,Philippines,Cavite,Tagaytay,1108286,2.0,1984
IK82HQG,Micro (<10),Aviation,aircraft maintenance,Sole Proprietorshi,Segment 1,philippines,Tarlac,Camiling,1578465,5.0,1990
OKRDXKF,Micro (<10,Pharmaceutica,,sole proprietorship,Segment 2,Philippines,Basilan,Tipo-Tipo,395374,1.0,2009
74KHL87,Medium  (50-249),PROFESSIONAL SERVICES,Management Consulting,Corporation,Segment 1,philippines,Ilocos Norte,nueva era,42785213,71.0,1982
7IGQWKV,Small  (10-49),Pharmaceutica,medical technology,  Corporation,Segment 1,Philippines,Albay,Legazpi,13635495,45.0,2000
NHS58WU,N/A,Waste Management,Environmental  Services,LLC,Segment 5,Philippines,Albay,Jovellar,1449447,4.131409536829259,1984
GJDMU61,Micro (<10,Aviation,aviation insurance,Partnershi,Segment 4,Philippines,ANTIQUE,Culasi,927916,3.0,2013
2UA75N8,Small  (10-49),Manufacturing,Electronics Manufacturing,  LLC,Segment 3,Philippines,Capiz,Roxas,31618864,47.0,2010
EB3Q2DI,micro (<10),Energy,NULL,Cooperative,Segment 2,  Philippines,masbate,Esperanza,11533493,9.0,2011
C4WLHUU,Small_(10-49),Chemicals,Fertilizers,Partnership,Segment 1,Philippines,Northern Samar,Catarman,15889117,27.34013503893734,1989
R4VNR8Q,Small (10-49),textiles,Clothing Production,Corporation,Segment 1,Philippines,CAMARINES SUR,Buhi,22288342,38.0,1995
LE6YY8O,Small_(10-49),FINANCE,Accounting_Services,Corporation,Segment 1,  Philippines,Davao del Norte,Santo Tomas,44515331,47.0,1998
DWHMX33,Micro (<10),hospitality,Recreation Services,COOPERATIVE,Segment 2,Philippines,Iloilo,ILOILO CITY,4338521,7.0,1994
M8D6VAK,Small (10-49,Aviation,Aviation Fuel,Cooperative,Segment 3,Philippines,Isabela,Alicia,21299454,33.0,1987
9YTA3DW,N/A,Chemicals,industrial chemicals,LLC,Segment 3,philippines,  Zamboanga del Sur,Josefina,1480418,3.0,1998
BRWSG8T,  Micro (<10),Hospitalit,Travel Agency,Cooperativ,Segment 1,Philippines,Sorsogon,Bulan,2686843,6.8612337174043985,2003
JWYXTOU,micro (<10),Pharmaceutica,Laboratory_Equipment,Partnership,Segment 5,philippines,Davao del Norte,Panabo,4977473,9.0,2018
2P9QTNF,Micro (<10),Hospitalit,Food Service,corporation,Segment 3,Philippines,Aklan,Lezo,1814552,3.0,2009
OS4ZETB,,Pharmaceutical,pharmaceutical distribution,corporation,Segment 2,Philippines,Masbate,baleno,104983964,150.23026571666358,1990
BA1D3GV,Small (10-49),Financ,,llc,Segment 3,Philippines,Negros Occidental,San Carlos,13294237,14.0,2001
TDTV2PW,Micro (<10),  Marine,Marine Equipment,Cooperative,Segment 2,Philippines,Samar,Matuguinao,549133,1.8979059950602957,2011
831G837,MICRO (<10),Pharmaceutical,Health Supplements,cooperative,Segment 1,Philippines,bukidnon,  Kalilangan,1241213,3.0,2016
3P9E2WF,Micro  (<10),Manufacturing,Food Processing,COOPERATIVE,Segment 2,  Philippines,ZAMBOANGA SIBUGAY,Naga,6499866,7.530506138210312,2005
QIPRM2X,Large (250+),Hospitality,Hotels & Lodging,Sole  Proprietorship,Segment 3,Philippines,South  Cotabato,  Tampakan,260680880,517.0,1988
9F2KMKY,Small  (10-49),Mining,Mining Equipment,LLC,Segment 1,Philippines,  La Union,bagulin,32700748,47.80043829797234,2003
S5OKWEV,Medium (50-249,Healthcare,general practice,LLC,Segment 1,Philippines,Davao del Norte,Panabo,23752984,50.0,2016
XHTQ1F6,Small (10-49),Logistics,warehousing,Corporation,Segment 1,Philippines,Bohol,Antequera,18376784,44.0,1986
CVRL4E2,Small (10-49),Telecommunications,Broadband  Services,Cooperative,Segment 1,Philippines,  Davao Oriental,Boston,5676292,16.0,1995
SWHY8ZC,Small (10-49,Aviation,Airport Services,LLC,Segment 4,Philippines,cebu,Bogo,17729663,25.0,2017
9MQMYBX,Small (10-49),Retail,N/A,LLC,Segment 3,Philippines,  Zamboanga Sibugay,Naga,11709944,39.0,1980
SB4JPTC,Small_(10-49),Textiles,clothing production,Sole Proprietorship,Segment 2,Philippines,Zamboanga_del_Sur,Zamboanga City,10140817,27.53905226413057,2017
XVOOJ19,N/A,Chemicals,Specialty  Chemicals,Partnershi,Segment 1,Philippines,cagayan,Ballesteros,11434296,20.0,2008
KMRIEV5,Medium (50-249,Water,Water Equipment,Partnership,Segment 2,Philippines,Sarangani,Glan,47808362,63.50624230783881,2003
1JEY6Q6,Micro  (<10),Furniture,furniture retail,Cooperativ,Segment 2,Philippines,Iloilo,Iloilo City,6214638,9.0,1994
WIA9PYR,Small  (10-49),  Agriculture,Fruit Production,  Sole Proprietorship,Segment 1,Philippines,ZAMBOANGA DEL NORTE,Godod,20044017,26.0,2001
JLVU8GR,Small (10-49),Professional Services,CONSULTING SERVICES,N/A,Segment 2,Philippines,Negros  Oriental,Bayawan,16632168,33.0,2003
FO85N8K,micro (<10),Mining,Mineral Processing,LLC,Segment 2,Philippines,Pangasinan,dagupan,1448678,3.0,1989
XDUGWUA,Medium  (50-249),FURNITURE,  Furniture Retail,Partnership,Segment 3,Philippines,Lanao  del  Sur,  Butig,136809056,246.1252177482457,1980
XR0BOK0,Micro  (<10),NULL,Fruit Production,  Cooperative,Segment 3,Philippines,Sulu,luuk,5713476,8.0,2008
O4WVP2T,MEDIUM (50-249),Automotive,auto sales,  Cooperative,Segment 1,Philippines,bohol,  Antequera,105349167,230.0,1981
YQJKKLH,MICRO (<10),Beauty & Wellness,HEALTH & BEAUTY,SOLE PROPRIETORSHIP,Segment 2,philippines,  Capiz,Ma-ayon,1465088,4.0,1984
KK8SXAL,Small_(10-49),Agriculture,Fruit Production,  LLC,Segment 3,Philippines,SARANGANI,Malapatan,23849473,41.0,1989
H7I9UTA,micro (<10),Real Estate,Property  Rental,Corporation,Segment 2,Philippines,Zamboanga del Sur,dumalinao,1056563,1.0,2013
6Z0Z8TX,Large (250+),Pharmaceutical,medical supplies,Corporation,Segment 4,Philippines,SARANGANI,Maitum,636871878,1791.0,1991
M3JWKLM,Small  (10-49),,N/A,Corporation,Segment 3,PHILIPPINES,Lanao  del  Norte,Iligan,13732560,18.45603368600819,2008
VQM1CE9,SMALL (10-49),Energy,Energy_Storage,LLC,Segment 1,Philippines,La Union,  San Fernando,7511110,13.0,2017
YVHIOT8,Micro (<10),Water,Water Distribution,LLC,Segment 1,Philippines,Misamis_Oriental,alubijid,1574734,3.0,2005
DOQX9HC,micro (<10),Automotive,Auto  Sales,sole proprietorship,Segment 3,Philippines,SAMAR,Hinabangan,1977943,4.0,2016
2BMPHS5,Micro (<10),Waste Management,cleaning services,corporation,Segment 1,Philippines,Davao del Sur,Hagonoy,2521162,5.832475002414143,2004
FFC48OQ,Micro_(<10),Chemicals,Specialty Chemicals,Cooperative,Segment 2,Philippines,la union,BAGULIN,1648308,4.0,2009
ZFWBZNR,Micro  (<10),Marine,Marine Equipment,SOLE PROPRIETORSHIP,Segment 4,philippines,Misamis  Occidental,Concepcion,3868572,8.130095582041243,2017
