client_uuid,loan_uuid,loan_type,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due
B468HUY,4Z6ZW2J,Term Loan,2019/03/16,122089498,2022/02/28,2022/02-28,11158.76,6
A2RP70D,NFRDMED,Business Line of Credit,2019-01-07,333872027,2020/06-30,2020-06/30,25152.23,72
UD0MW08,ZODPDM2,Equipment Financing,2019/02-02,264297270,2019-08/01,2019/08-01,10899.5,17
DH2OFCX,OK35SZV,Trade Financing,2019-03/02,335609807,2020/06/21,2020-02/25,41033.17,3
JKG26N8,88IA261,Equipment Financing,2019-01-10,105140707,2021-12-25,2021/12-25,20935.2,80
J0A1SN3,07DGGVY,Term Loan,2019-03/13,224755667,2019-11-09,2020/03/07,10874.19,11
WUQXERT,VJJFVZ2,Working Capital,2019/02-17,122177307,2020/08/10,2020-08/10,13647.04,2
JV2EHKZ,KP7S7WY,Term Loan,2019/01-18,202798423,2021-01-07,2021/01-07,38879.4,69
S6DVL28,C51ADJS,Working Capital,2019/03/18,227934349,2019/09/14,2019-09/14,30569.78,7
YT0FFIU,JXKZPZ1,Business Line of Credit,2019-03-26,200012790,2020/03-20,2020-03/20,5435.73,9
0SPY1U4,BO7NAKT,Business Line of Credit,2019/02-03,464989116,2021/01-23,2021-01/23,376925.9,398
JOK78H4,480UWPS,Equipment Financing,2019/02/17,219282245,2022-02/01,2022/02-01,9961.68,15
97MV937,41N23K1,Term Loan,2019/03/25,108032547,2022-04/21,2022/03/09,7193.05,0
77HKFA5,3SSX0VH,Trade Financing,2019/01-18,337935488,2022-01-02,2022-01-02,13420.34,2
SLQQDY2,QP2PRRT,Business Line of Credit,2019-02-22,143620241,2021-02-11,2021-02/11,19604.07,9
PD963KM,AIIF25X,Trade Financing,2019/02-25,264099073,2022/02-09,2022-02-09,30313.1,9
REU71C9,A4TC6WL,Business Line of Credit,2019-02-19,126243277,2020/11-11,2020/02/14,11823.57,5
SVXN10E,GU3L7QY,Equipment Financing,2019/01-30,119138282,2020/01/25,2020-01/25,5561.21,17
H2YGVIK,0V1E43W,Trade Financing,2019-02-12,328861065,2021/02/01,2021/02-01,41501.73,17
NSXQB4Q,1LWRFCU,Working Capital,2019-01/01,372359923,2019/12/27,2019-12/27,122705.27,338
TODPL8Z,5645NSC,Working Capital,2019/01/24,280278490,2020/01/19,2020/01-19,42716.49,68
6Z0EKCB,R17FHEX,Working Capital,2019-03/04,141392403,2020/08-25,2020-08-25,6009.67,3
WIFLOCA,34KV9XT,Term Loan,2019/03/31,290521190,2020/02/09,2019/09/27,27307.52,10
93OR22V,GLM943L,Term Loan,2019/02/04,163043570,2021/08-09,2022-01/19,20369.33,10
AF207MR,0PIV6K2,Business Line of Credit,2019-02-05,274155283,2021-01-25,2021-01/25,28689.2,5
PWQ6RWI,2U6QNP2,Trade Financing,2019/02/28,263569710,2021/02/17,2021-02-17,16061.1,18
63UQ0C2,PNR2767,Business Line of Credit,2019-03/28,190299453,2022-12/29,2022-03/12,23795.36,3
PVMS1UZ,DBLPW08,Working Capital,2019/01/30,235722580,2021-10-06,2022-01-14,57407.42,40
J3HRBZ9,316V4JE,Equipment Financing,2019/03-14,269089963,2020-09/04,2020-09/04,40008.86,3
85QKMEK,OTD9X5H,Equipment Financing,2019-02-06,258676664,2021-01-26,2021-01/26,71162.58,38
229SJKG,0TP7B7Z,Business Line of Credit,2019/03/31,253890661,2020-09-21,2020-09-21,12044.22,1
TL9I6F5,6SZGQ6C,Equipment Financing,2019-03/03,102916215,2020-08-24,2020/08-24,8658.83,5
9RTDHZT,J6OB8KX,Working Capital,2019-01/12,87362331,2020/02-11,2020-01-07,9001.2,11
C2JNHBN,71TVXQ7,Term Loan,2019/03/10,279131957,2021/02/27,2021/02-27,16960.95,9
7AFFPAE,APBTKU0,Business Line of Credit,2019/02-10,269367607,2021/06-30,2020/08-03,26515.38,8
5IPCTJV,EUNY5TO,Term Loan,2019-01/09,96458497,2019-10-18,2019-07-08,7022.78,8
ICIU7FA,VICXX4U,Business Line of Credit,2019/02/05,359205313,2021/01/25,2021/01/25,50367.78,31
FOKOHGI,QI2Z8O5,Business Line of Credit,2019-03-13,400328313,2020/05/23,2020/03-07,129075.23,158
0I2HBQ9,PNYRAET,Trade Financing,2019-02/12,199289412,2020/09/12,2020/02-07,27396.77,8
NKB33DM,RS3CFZ3,Term Loan,2019/01/31,268321426,2021/01-20,2021-01/20,17852.28,20
I8XBBSK,MX5NO02,Business Line of Credit,2019/01-26,217924134,2021/08-16,2021-01/15,31229.82,19
0SPY1U4,PWGU2X7,Business Line of Credit,2019/03/26,292986529,2019-09-22,2019-09-22,126043.97,63
77LIEQ1,V1ZN1Y6,Equipment Financing,2019-03-25,147702100,2020-03/19,2020/03-19,14988.9,76
5ZTROVV,AOLE1OB,Working Capital,2019/03-10,143741501,2022/02/22,2022-02-22,19109.73,0
ZJ34VWZ,QVPS08N,Working Capital,2019/01-27,257944923,2021/01/16,2021-01-16,219025.18,97
SLQQDY2,BQ5VHW0,Trade Financing,2019/02-23,122572865,2021-02/12,2021/02/12,15938.45,3
9RTDHZT,QJE7AA2,Trade Financing,2019/01-20,179895353,2019-10/17,2020-01-15,23119.37,6
1SCSTYK,78VFI45,Working Capital,2019/01/14,178334027,2021/02/07,2020/07/07,10601.1,8
JQ8QOBM,D8847H5,Trade Financing,2019/01-06,515536938,2021-12/21,2021-12-21,198300.56,265
7B1AWS0,GAM0NG9,Working Capital,2019-01-05,357624753,2020/12-25,2020/12/25,148640.67,33
UOZSW0X,DP4AQXG,Trade Financing,2019/02/09,199296103,2020-08-19,2020/02-04,5988.08,5
BHXNYQ2,CCE4BC3,Business Line of Credit,2019-03/15,359582473,2020/03-09,2020/03/09,19843.74,2
7NSSBWS,MY5LZP8,Working Capital,2019/02/21,261483204,2020-09-27,2020-08/14,15580.29,7
HQSV8YT,MBDDYAD,Business Line of Credit,2019/01-11,100198320,2020/10/10,2020/07-04,17303.93,87
B0E1869,QN4NONG,Business Line of Credit,2019/03/02,318339886,2020/08/23,2020-08-23,47287.56,6
9PBOZ3B,GRM2A2P,Working Capital,2019-03-11,348190732,2020/09-01,2020-09/01,14288.56,1
6RPOH16,H3MYPJI,Equipment Financing,2019-01/28,98516571,2020/07/21,2020-07-21,5644.16,8
AF207MR,CV7PKZD,Equipment Financing,2019/01/28,180921462,2021/01-17,2021/01/17,15183.45,77
7KUSWKS,PS02DEP,Term Loan,2019/01-05,254619056,2020/12-25,2020/12-25,80507.04,84
0Z7JNFM,2AJ9BD5,Term Loan,2019-03/10,157667156,2023/02-17,2023-02-17,19040.21,59
X46314K,LB4N67A,Business Line of Credit,2019/03/27,300213620,2021-03-16,2021-03-16,32345.07,2
SIM7QIJ,GYCGE7P,Term Loan,2019-01/01,230901454,2021-12-16,2021-12/16,17844.62,9
ZJ34VWZ,9WFHYNM,Business Line of Credit,2019-01/07,419744116,2021/04/26,2020/12/27,155791.4,49
1LO1UPW,2KFI3MZ,Trade Financing,2019/03-19,111856834,2024/02-21,2024-02-21,8822.65,8
PGUNX36,IT4ZJL9,Working Capital,2019/02/16,291610856,2022/01-31,2022/01-31,27042.36,78
C2JNHBN,BC4FD5S,Equipment Financing,2019/03-26,196002851,2020-03-20,2020-03-20,23387.37,8
BAXISV4,K9LVHXW,Term Loan,2019-01-25,144570249,2021-05/22,2021/01-14,16944.31,1
VEG7O85,2XKWBZ4,Business Line of Credit,2019-01/28,291250422,2020-06-20,2020-07-21,22812.67,13
25R45I3,JOVMRJ0,Working Capital,2019-01/27,149794461,2019-07/26,2019/07/26,16994.1,9
XBFBQGC,DWUJ9WX,Term Loan,2019-03-18,313570608,2020/06-26,2020/09-08,53349.14,75
ZPLP70Y,8W7HG9Y,Term Loan,2019-02/14,298102025,2023/01/06,2022/01-29,15066.86,16
AXUKR44,FKKI0BX,Trade Financing,2019-02/10,320166311,2022-01-25,2022-01/25,47890.44,50
YEJWAMZ,C7LLUKK,Trade Financing,2019/02/24,226110433,2019-08/23,2019/08/23,53393.09,77
X0CLGTO,EO0K9SE,Equipment Financing,2019/03-18,258071201,2022-03/02,2022/03-02,114787.35,149
UD0MW08,TECQZAJ,Business Line of Credit,2019/03/01,335224284,2023-02-08,2023/02-08,51283.84,57
0SPY1U4,PDV2V9R,Term Loan,2019/02/28,338201424,2021-02-17,2021/02-17,284651.05,209
T69LOOT,1M2ZGMC,Working Capital,2019-02/07,269151848,2021/01/27,2021-01-27,239284.37,233
DH2OFCX,QLHMOEI,Working Capital,2019-03-25,252523350,2020-03-19,2020/03/19,24852.71,68
LSXHVVZ,RNF1330,Business Line of Credit,2019-03/07,183545694,2020-11-22,2020/08/28,12375.12,1
FEPUE6C,56ZLSIS,Business Line of Credit,2019/01/06,105762896,2021-02/06,2020-06-29,9349.57,6
VC5MMZ8,D40FRNE,Working Capital,2019-01-05,156380965,2020/06/28,2020/06/28,16054.23,2
SON60Y2,XY7BT8C,Business Line of Credit,2019-01-13,261862036,2020/07-06,2020/07-06,16563.45,2
AXUKR44,QF02W57,Term Loan,2019/03-12,132294565,2023/12/31,2024-02/14,16032.34,0
YWB5CUH,5RBM7FV,Equipment Financing,2019-01/08,219387616,2020/12/28,2020/12-28,46633.16,45
1KX6JMB,M7HXVKB,Business Line of Credit,2019-02-04,193280775,2020-11/13,2020/07-28,17795.33,1
CK8S5FH,FZ3LDPT,Business Line of Credit,2019/02/11,193211364,2021/01/31,2021/01-31,43275.85,58
X00USWO,JAGPL8A,Equipment Financing,2019-03/19,305295665,2020-03-13,2020-03/13,21082.44,21
0Z7JNFM,DL8NWES,Business Line of Credit,2019-01-03,340634985,2020-05-24,2019-12/29,45457.6,12
4V15GAE,5HTDQRW,Working Capital,2019/03/23,249429968,2021-03/12,2021/03/12,69434.07,46
P1NPM4P,0B8KFSV,Trade Financing,2019/01/02,261916394,2020/05-27,2019/12/28,21011.06,26
1LO1UPW,F02D6M8,Working Capital,2019/02-13,138743920,2019/12/11,2020-02/08,2835.59,0
BUU0O16,9639YXQ,Trade Financing,2019/02/14,360960655,2020/05/20,2020-02-09,41148.88,3
YEJWAMZ,0JSM0R9,Business Line of Credit,2019-01/01,334569480,2020/06-24,2020/06/24,42588.91,10
PRFQIWM,L07WDKB,Equipment Financing,2019/02-19,158491724,2021-02/08,2021-02/08,21131.74,3
BXZ7CR9,KL7ZYIL,Trade Financing,2019/02-20,315910507,2021-02-09,2021/02-09,218946.24,166
9PBOZ3B,L2TJKB0,Term Loan,2019-03-26,180672252,2020/01/03,2020-03-20,14331.49,41
2B8TBK0,PNC7OWC,Business Line of Credit,2019/03/17,90955806,2020-03/11,2020/03/11,2819.28,6
FA86ZYM,I4NQ3FQ,Equipment Financing,2019/02/05,111996492,2022/04-24,2022-01/20,5432.8,2
V9WRE72,8GEVQSD,Business Line of Credit,2019-03/03,374610340,2020/02-26,2020/02-26,42808.22,9
C2JNHBN,7DDYJKB,Business Line of Credit,2019/03-04,359858444,2021-01/14,2021/02/21,39484.66,5
5D7EGY3,9NQJR1O,Trade Financing,2019-02/03,206125963,2020-11/17,2021/01-23,58243.13,31
OI7YQHB,7KR22LB,Term Loan,2019/02-01,251905343,2021-01/21,2021/01-21,45882.06,86
U27L5FQ,HBNC4DB,Trade Financing,2019/02/01,173128213,2021-09-03,2022-01/16,7859.5,1
TL9I6F5,WSZ8ZNK,Term Loan,2019-02-17,90620460,2020-02/12,2020/02-12,7557.4,15
ZPLP70Y,0XMUS28,Term Loan,2019-02-04,373752321,2020-07-28,2020/07/28,7679.75,18
8Z5NVDV,8A24TVH,Business Line of Credit,2019-03/09,250212722,2020-08-30,2020/08-30,4230.84,2
L36RNVU,3ZTD18W,Business Line of Credit,2019-03/19,131259256,2020/05/17,2019/09-15,39217.69,37
PRFQIWM,E6DILGB,Business Line of Credit,2019-03-23,258270234,2021-03-12,2021/03/12,76463.18,48
ETJV33V,60M5WH3,Term Loan,2019/02-08,177808846,2019/08/07,2019/08/07,24415.12,4
NVF8DI1,AAFS9G1,Trade Financing,2019-02/01,88235402,2020/07/25,2020-07/25,4558.33,1
3BTL5OD,2JK0WTY,Working Capital,2019/01-16,244754353,2020/10/21,2020-07-09,28822.47,6
5IPCTJV,5A68QRC,Equipment Financing,2019-01-10,110095638,2021-01/30,2020-07/03,13232.44,12
PD963KM,FHZEB1T,Equipment Financing,2019/03-23,92823209,2024-02-25,2024-02/25,13740.65,1
85QKMEK,4E34AU8,Working Capital,2019-02/16,249127237,2019-08/19,2020-02/11,9265.35,4
FO496GS,DXE4WAO,Term Loan,2019-03/28,366441603,2021/10-29,2022-03/12,38020.08,11
U5T46XR,TI4VH2H,Trade Financing,2019/02/10,510419770,2021-05/04,2020-08/03,194304.92,177
L6J9AAY,GJ0UITW,Term Loan,2019-02/08,145291119,2020-08-01,2020/08/01,13237.6,28
N0ETRMN,632RVFR,Working Capital,2019-01-27,358851569,2021/02-27,2021/01-16,28229.25,15
II64JJE,X9IVREH,Trade Financing,2019/03/12,280955873,2024-04-15,2024/02/14,10994.92,17
WNGL3SG,V1JIV2A,Business Line of Credit,2019-01-30,130371968,2021-01-19,2021-01/19,18718.15,3
9MSD8FB,MQT9BL2,Business Line of Credit,2019/01-22,173431781,2021-09/03,2021/01-11,15940.19,5
T69LOOT,8KOBPBK,Trade Financing,2019-02-25,292996564,2022/08-19,2022/02-09,116261.63,125
49A3HZP,Q826J60,Business Line of Credit,2019-01-15,149332001,2020-07-02,2020/01-10,2895.6,5
XX8ELTE,2AU8Y5Y,Business Line of Credit,2019-02-21,391094162,2020/08/14,2020/08/14,136958.9,91
FYKYWZJ,1NCIUBI,Working Capital,2019-02-10,212970876,2022/07-11,2022-01/25,18376.02,78
T69LOOT,JSVKLZ0,Term Loan,2019-02/08,482651250,2020/02/03,2020/02/03,324602.94,89
YWB5CUH,AVZM5WC,Working Capital,2019-02-12,118078722,2021/02-01,2021/02/01,11179.57,5
43TNOS4,X52UP9G,Working Capital,2019/01-31,207295075,2020/01/26,2020/01/26,13988.32,8
XLWSN1T,DARA5NF,Trade Financing,2019-01/11,314512254,2020/12-31,2020-12/31,16625.32,13
X00USWO,7K187MU,Term Loan,2019-02-15,285428273,2019/10-10,2019/08-14,38271.32,1
2ZF15PA,6I0TSVR,Business Line of Credit,2019/02-23,109875697,2019-08/22,2019/08/22,4814.4,12
B265DLP,I40861O,Term Loan,2019-03-14,359835028,2019-07/20,2019/09/10,32420.13,4
MUEGS5C,MBWCWPO,Equipment Financing,2019-03/31,371222589,2019/09/27,2019-09-27,45281.9,11
TL9I6F5,COWFXYI,Trade Financing,2019-02/11,297702285,2021-04/18,2021/01/31,37725.56,9
S26SMSB,HVL023R,Term Loan,2019/03/26,148933097,2021-08-06,2021/03/15,12615.71,6
YEHP4PC,SEJ897O,Equipment Financing,2019/02/08,376586458,2020/02/03,2020/02/03,50626.31,9
K4JHKTX,1VOEKUZ,Working Capital,2019-01/31,120926239,2020/01-26,2020-01/26,2510.29,4
B265DLP,OQBCEVK,Working Capital,2019/03/23,328196226,2021-03/12,2021/03/12,19993.45,0
VPYQBYW,O0RCKZM,Term Loan,2019-01/04,227955256,2020/01-30,2019/12/30,33720.22,4
PWQ6RWI,UM49KVV,Term Loan,2019/02/25,198654679,2019-11-30,2020/02-20,20227.81,1
U7ZEF55,IOUUYWM,Term Loan,2019/03-24,119497044,2020/09/14,2020/09-14,7768.73,9
AZ2ANPN,GM93DH6,Term Loan,2019-03-22,166757468,2019/09-18,2019/09-18,15474.01,1
K7Y7KBP,FBU4G1O,Working Capital,2019/03/27,385084687,2019-12/01,2019-09/23,299971.15,141
2B8TBK0,RF5U7H1,Trade Financing,2019-03/20,177079614,2020/08-27,2020-03/14,26472.01,10
H2YGVIK,ZBAPZ1U,Trade Financing,2019-01/02,123603992,2020-07-30,2020/12-22,11591.5,45
OCUX5DT,QZPYDKN,Term Loan,2019/02-13,144181381,2020/12/02,2020-08-06,15982.25,6
OQP1UHJ,ZPFD11F,Working Capital,2019-01-21,275770130,2021-01-10,2021-01-10,50405.78,53
NNBMC3R,QV22C4U,Equipment Financing,2019/02-24,377557374,2024-01-29,2024/01-29,58519.83,73
C2JNHBN,L7448KP,Working Capital,2019-02-07,366888174,2020/03/20,2020-02-02,22106.97,5
PVMS1UZ,HZ21RN4,Working Capital,2019-01-08,107483950,2020/12-28,2020-12/28,8049.0,2
6PKCB3G,0EWFBGK,Working Capital,2019/02-26,281554646,2021-02/15,2021-02-15,32208.9,2
6PKCB3G,K4QDK8W,Business Line of Credit,2019/02-25,248138759,2020-02-20,2020-02-20,30016.58,32
II6HA60,ID044LX,Working Capital,2019/02/09,106075663,2019-08-08,2019/08-08,12789.3,24
B7E3STB,M83NALH,Working Capital,2019-03-17,258669974,2020/11-24,2020/09/07,66436.57,83
6RPOH16,A5DJIA5,Equipment Financing,2019-02-22,132882466,2019/08-21,2019/08/21,18981.49,4
A7MNQ7Q,MR9ITB6,Term Loan,2019/03-31,372928590,2020-05-08,2020/03/25,31078.36,0
UDC3ZIE,ZJRSVGV,Trade Financing,2019/03-24,157372787,2020-03-18,2020/03-18,13070.05,10
YT0FFIU,OI31N5K,Equipment Financing,2019-02/07,238199628,2020-02-02,2020/02-02,5308.55,23
WDED36M,VZARTC8,Term Loan,2019/02/18,389833895,2021-02-07,2021/02-07,307832.1,34
BPTGAVJ,5IVZ2MJ,Working Capital,2019/02-23,179673740,2021/07-07,2021-02-12,20509.37,7
D85I3A5,PA0BOVD,Trade Financing,2019/01/30,296821687,2020/07/23,2020/07/23,16913.93,1
PXN466F,XKF4I5X,Working Capital,2019-03/09,127955132,2021/02-26,2021/02/26,6709.27,12
BKC6JC7,D58ODYV,Term Loan,2019/01-22,312503521,2020-01/17,2020-01/17,16436.02,25
FN1YWQ4,NC9C7YZ,Equipment Financing,2019/03/06,354893478,2021-10/05,2021-02/23,7114.61,21
3P9E2WF,P5WYQAL,Equipment Financing,2019/02/13,200072166,2020-02-08,2020-02/08,43258.32,65
6PKBMCT,1TWQKJ1,Trade Financing,2019-01/26,140183149,2020-09/24,2021-01/15,16511.26,1
FFC48OQ,7MEQMZT,Working Capital,2019-03-31,374009894,2020/03-25,2020/03-25,38893.44,12
OCUX5DT,3VGKFWO,Term Loan,2019-01/27,207872105,2022-01-11,2022-01/11,16392.7,45
BHXNYQ2,99CSJQZ,Term Loan,2019-01-26,181433263,2021-01/15,2021-01-15,47234.47,33
E32WAED,LYIDDJ2,Equipment Financing,2019/03-24,321403162,2021/06-26,2021/03-13,19536.38,0
N0ETRMN,0JUY8KV,Term Loan,2019/03-08,115683629,2022-02/20,2022/02-20,31577.82,53
OCOPWSJ,HK6TZQZ,Business Line of Credit,2019/01/17,202578483,2021-01-06,2021-01-06,27564.28,2
V796RVY,3A058I8,Equipment Financing,2019/01/25,321018476,2021-02/17,2020-07-18,8426.59,2
229SJKG,70W5LN8,Trade Financing,2019/02-09,306014025,2020/05/13,2020-02-04,68419.01,65
F2KJ0RD,V51WL5V,Working Capital,2019-03-25,120784908,2020/11/14,2020/09/15,12529.22,2
V66EU0A,DRJ6XDM,Term Loan,2019/02/22,250180943,2021-03/01,2020-08-15,15386.49,11
KM3753R,JP04908,Trade Financing,2019/02/01,293198107,2021-05-12,2021/01/21,53336.07,83
ZZE9XO3,28V3F5I,Term Loan,2019/01-30,239975876,2022-01/14,2022-01-14,32713.83,5
JTWKH29,KC10Q21,Trade Financing,2019-01/25,358311335,2020-01/20,2020-01/20,20355.43,9
391EGQL,PWT6FN9,Business Line of Credit,2019-01-11,256895398,2020/07-04,2020/07/04,37862.33,27
FA86ZYM,CCWXKVZ,Equipment Financing,2019-01/28,96916776,2022-01-12,2022/01-12,13780.09,66
WNGL3SG,BXE51T4,Business Line of Credit,2019-03/24,366593805,2021-06-01,2021/03-13,43213.41,12
6PKBMCT,RVUGCBR,Term Loan,2019/01/07,162977504,2020-06-30,2020/06-30,5152.7,4
K4JHKTX,2178B5B,Trade Financing,2019/01/25,313625803,2020/04-26,2020-01/20,32116.35,6
B0E1869,M8YDPSJ,Term Loan,2019-03/26,210283087,2020/03-20,2020-03-20,31000.96,54
PD963KM,ODO1N9V,Business Line of Credit,2019/03-11,184320085,2021/08/21,2021-02-28,24808.19,20
D7C1LJM,INR5GY7,Business Line of Credit,2019-03-29,326275302,2020-03/23,2020/03/23,42995.8,6
O5DGX39,NRQGARC,Working Capital,2019/01/05,356304274,2020/06/28,2020/06-28,19546.94,3
JKG26N8,XW3E0M1,Business Line of Credit,2019/01/02,130505772,2019-07-01,2019/07-01,8795.67,1
YDUK73D,8AH2ZBQ,Term Loan,2019/01-06,366414006,2019/11/10,2020/01-01,29692.8,13
BAXISV4,R6RXIFU,Working Capital,2019-02-17,219114990,2024/06/17,2024/01-22,22771.73,6
Y07X37E,A4ZEJXN,Business Line of Credit,2019-01/22,207982494,2020-01/17,2020/01-17,18059.0,8
TH9H4VS,AIX9NGF,Working Capital,2019/02-17,283151932,2022/02-01,2022-02/01,65589.92,59
EKOCEWI,XJDD8H0,Equipment Financing,2019/01-29,348339589,2020/05/15,2020-01-24,45290.65,20
BHXNYQ2,GVEF529,Business Line of Credit,2019/02/02,320820279,2021-12-11,2022-01-17,33522.05,25
VPYQBYW,ZRLOIXI,Term Loan,2019-03/02,116391118,2022/02-14,2022-02/14,6600.17,10
9PBOZ3B,6H4KJ7U,Working Capital,2019-02-21,212139618,2020-02/16,2020-02/16,24480.93,0
II6HA60,C8FTFJA,Term Loan,2019/01/03,365423856,2020-06/26,2020/06-26,39473.7,0
FEPUE6C,65CBGBZ,Working Capital,2019-03-24,302791857,2020-09-14,2020-09/14,26774.07,5
9RTDHZT,TGNMYPP,Working Capital,2019/03/30,297871213,2022/03/14,2022/03-14,15553.53,5
FA86ZYM,21YM9HR,Working Capital,2019-03-05,105261131,2020-10/28,2021/02/22,7988.39,74
7JHY0J9,BCFM0XT,Term Loan,2019/03/24,259857485,2023-06/27,2023/03-03,68946.02,79
JTWKH29,OS7BQX0,Term Loan,2019/03-20,291218643,2020/03-14,2020-03-14,5362.99,19
BE68SO8,A6OWQ6C,Term Loan,2019-02/28,99151304,2020/08/21,2020/08-21,10609.69,17
U27L5FQ,DS6ZAZ7,Business Line of Credit,2019-03-26,367781316,2020/09-16,2020/09-16,16863.38,2
OQP1UHJ,P84BDHQ,Trade Financing,2019/02-13,91613955,2020/10/12,2020/02-08,8302.9,34
BPTGAVJ,TLL28TP,Working Capital,2019/01-24,156736382,2019/11-24,2020/01/19,18321.62,48
FOKOHGI,YVFADE4,Working Capital,2019/01-18,397753421,2020/07/11,2020-07/11,348139.02,468
VLPA39X,LZTF46Q,Term Loan,2019-03/13,355250567,2021-12-13,2022/02-25,11766.99,9
XX8ELTE,ZDJP9CU,Working Capital,2019-03/22,388977549,2020/03-16,2020-03/16,228005.46,313
D85I3A5,UP35SSU,Equipment Financing,2019/03/28,302791857,2020-03-22,2020-03/22,79457.57,35
4V15GAE,V25P44M,Trade Financing,2019/03-30,337274831,2021/05-02,2021-03/19,7706.41,7
ETJV33V,QT1SKT2,Term Loan,2019-03-28,248851266,2021/03/17,2021/03/17,6367.97,1
7KUSWKS,Z3RKD2U,Equipment Financing,2019-01-13,457981130,2019-08-30,2020/01/08,247684.99,347
I9G0YRH,JLZ8QUK,Equipment Financing,2019/01/11,370191461,2020/07/04,2020/07-04,22512.32,0
PJOKIR6,F2FTPKR,Business Line of Credit,2019/03/11,421549634,2022-10-02,2022-02/23,348840.38,66
YEJWAMZ,IJYU26M,Working Capital,2019-03/02,142291399,2021-03-03,2020/08/23,13554.32,7
0Z7JNFM,0NWDLX7,Term Loan,2019-03/16,346822585,2020-10/19,2020-09/06,50135.55,2
49A3HZP,YN1OUDE,Working Capital,2019-02/23,202268225,2020-08-16,2020/08/16,28116.8,7
93OR22V,29Z4MV3,Trade Financing,2019-03-16,296534009,2022-02-28,2022-02/28,13790.08,1
FOKOHGI,XZNLZCH,Trade Financing,2019/01/02,286215208,2020/12-22,2020-12/22,217634.37,53
SVXN10E,DKV5QLN,Trade Financing,2019-03-11,363321460,2021-02-28,2021/02-28,23386.46,12
A7MNQ7Q,H2ESHFH,Trade Financing,2019-03-16,198383726,2021/03/05,2021-03-05,7989.86,4
X46314K,XHBRBEU,Business Line of Credit,2019-03-05,357559523,2020-01-04,2020/02-28,34594.94,0
FYKYWZJ,EQPKLON,Trade Financing,2019-03-11,344776220,2021-02/28,2021/02/28,17977.78,11
N0ETRMN,KDN3RSR,Trade Financing,2019/03-02,305174405,2021-02-19,2021/02/19,11667.11,14
Y169AJQ,W645SUZ,Business Line of Credit,2019-01/27,116210483,2021/01-15,2020/01/22,6915.89,0
S51149M,HRKXAPS,Working Capital,2019/01-10,280953364,2020-07-03,2020-07-03,33683.41,11
T69LOOT,DNH4CWD,Equipment Financing,2019-03-16,404952915,2020/03/10,2020-03/10,153070.47,272
GWGJNES,9728W6T,Business Line of Credit,2019-03/10,261554287,2021/09/06,2021/02/27,65318.91,64
R72J7HI,NUIDTWV,Term Loan,2019/02/23,327214439,2020/12/07,2021/02-12,7747.43,3
PJOKIR6,Q5Z7BFS,Business Line of Credit,2019/02-13,319253935,2021-01-10,2020/02/08,183722.9,127
0I2HBQ9,LHUBXH8,Trade Financing,2019-03-14,219518911,2021-08/14,2021-03/03,17319.53,21
229SJKG,1RKD1K8,Business Line of Credit,2019-02/15,260697941,2019/12-03,2020/02/10,32366.92,1
JWYXTOU,GT50MYD,Term Loan,2019-02-04,303352997,2021/01/24,2021-01/24,26222.06,2
OCUX5DT,DZY4C8C,Business Line of Credit,2019/01/25,336599957,2020/07-18,2020/07/18,90219.98,68
SIM7QIJ,STUHHGG,Working Capital,2019-01/14,312725970,2020-07-07,2020/07-07,26402.21,4
DH2OFCX,F6O6GNC,Business Line of Credit,2019-02-23,359089907,2021-12-12,2021-02-12,96245.84,55
YDUK73D,VED960V,Business Line of Credit,2019/01/13,154873997,2020/01/08,2020/01-08,6742.12,7
T942AT0,588FGWH,Working Capital,2019/02-07,339357992,2020-02-02,2020-02-02,77671.62,34
X0CLGTO,Y8R79LY,Equipment Financing,2019-02/13,333201334,2020/08-06,2020-08-06,244389.33,74
3BTL5OD,OHHDREU,Term Loan,2019-02-10,280579549,2021/03/06,2020/08-03,30889.63,1
A2RP70D,3Q6QDG8,Trade Financing,2019/01-03,163831341,2021/12/18,2021-12-18,38146.82,87
49A3HZP,A4UVJT0,Trade Financing,2019-02-07,345555628,2024/08-03,2024/01-12,17864.22,2
DKBNHGQ,JPGEYMI,Business Line of Credit,2019-01-20,356035830,2024/02-03,2023/12/25,273357.0,41
77LIEQ1,AX58M2J,Equipment Financing,2019/03-19,293371216,2020/03-13,2020-03-13,34067.08,8
J3HRBZ9,HHJFLMO,Trade Financing,2019-01-30,262475862,2020-07-23,2020-07/23,15681.26,2
B265DLP,VFD3PNR,Business Line of Credit,2019/01-26,114019441,2021-03-07,2020-07/19,6632.28,1
VPYQBYW,L5O7ELH,Term Loan,2019/02-13,142250422,2020-08-06,2020-08/06,17480.29,1
VEG7O85,I899G70,Working Capital,2019/02-19,159358105,2022-02-03,2022-02-03,2828.41,14
M1NNGRI,L3JVFJ9,Equipment Financing,2019/01/09,261142840,2019-10-10,2019/07/08,51025.28,72
229SJKG,AH5UBAR,Equipment Financing,2019-02-07,195146505,2022-08/31,2022-01/22,51089.95,59
3VLP1CY,AO0LUL9,Business Line of Credit,2019/02-04,163124689,2021-08-04,2021-01-24,4522.08,2
OS7EV7V,AHCPJNO,Trade Financing,2019-01-31,371818853,2020/06-08,2020-01/26,29000.04,28
